Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-CE,"0.409 [0.329,0.490]",4.078e-18,***,Cholesteryl Esters in Very Large HDL
XL-HDL-P,"0.408 [0.329,0.488]",1.444e-18,***,Concentration of Very Large HDL Particles
XL-HDL-C,"0.406 [0.327,0.486]",3.362e-18,***,Cholesterol in Very Large HDL
M-HDL-FC%,"0.400 [0.320,0.480]",2.668e-17,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
IDL-C,"0.381 [0.310,0.453]",1.789e-20,***,Cholesterol in IDL
L-LDL-C%,"0.381 [0.308,0.454]",4.893e-19,***,Cholesterol to Total-Lipids in Large LDL percentage
IDL-CE,"0.378 [0.307,0.449]",4.746e-20,***,Cholesteryl Esters in IDL
XL-HDL-L,"0.378 [0.298,0.458]",5.190e-15,***,Total-Lipids in Very Large HDL
Total-CE,"0.375 [0.304,0.447]",2.138e-19,***,Total-Esterified Cholesterol
Total-C,"0.373 [0.302,0.445]",2.646e-19,***,Total-Cholesterol
IDL-FC,"0.368 [0.297,0.439]",7.270e-19,***,Free Cholesterol in IDL
IDL-L,"0.367 [0.296,0.438]",1.194e-18,***,Total-Lipids in IDL
XS-VLDL-CE%,"0.365 [0.291,0.439]",5.552e-17,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XL-HDL-FC,"0.364 [0.288,0.440]",1.121e-15,***,Free Cholesterol in Very Large HDL
Total-FC,"0.355 [0.284,0.425]",2.145e-17,***,Total-Free Cholesterol
XS-VLDL-C%,"0.354 [0.281,0.427]",6.082e-16,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-FC,"0.354 [0.272,0.436]",6.194e-12,***,Free Cholesterol in Large HDL
L-HDL-C,"0.351 [0.268,0.433]",1.851e-11,***,Cholesterol in Large HDL
L-HDL-P,"0.349 [0.267,0.431]",1.879e-11,***,Concentration of Large HDL Particles
L-HDL-CE,"0.347 [0.265,0.430]",3.125e-11,***,Cholesteryl Esters in Large HDL
IDL-PL,"0.347 [0.276,0.418]",3.528e-16,***,Phospholipids in IDL
L-LDL-FC,"0.346 [0.276,0.417]",1.134e-16,***,Free Cholesterol in Large LDL
XL-HDL-PL,"0.345 [0.265,0.425]",7.757e-12,***,Phospholipids in Very Large HDL
L-HDL-FC%,"0.334 [0.260,0.408]",2.481e-13,***,Free Cholesterol to Total-Lipids in Large HDL percentage
S-HDL-FC%,"0.333 [0.260,0.407]",1.410e-13,***,Free Cholesterol to Total-Lipids in Small HDL percentage
IDL-C%,"0.331 [0.260,0.402]",1.290e-14,***,Cholesterol to Total-Lipids in IDL percentage
M-LDL-C%,"0.331 [0.261,0.401]",3.415e-15,***,Cholesterol to Total-Lipids in Medium LDL percentage
HDL-FC,"0.330 [0.250,0.410]",1.678e-10,***,Free Cholesterol in HDL
LDL-FC,"0.329 [0.259,0.399]",6.077e-15,***,Free Cholesterol in LDL
M-VLDL-PL%,"0.329 [0.257,0.401]",4.564e-14,***,Phospholipids to Total-Lipids in Medium VLDL percentage
SM,"0.329 [0.255,0.402]",6.822e-13,***,Sphingomyelins
S-VLDL-FC%,"0.328 [0.255,0.401]",2.249e-13,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
L-LDL-C,"0.327 [0.256,0.397]",1.595e-14,***,Cholesterol in Large LDL
M-VLDL-FC%,"0.326 [0.254,0.399]",2.505e-13,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
Clinical LDL-C,"0.325 [0.256,0.395]",1.132e-14,***,Clinical LDL Cholesterol
Total-PL,"0.323 [0.249,0.396]",1.561e-12,***,Total-Phospholipids in Lipoprotein Particles
L-HDL-L,"0.322 [0.239,0.405]",5.875e-09,***,Total-Lipids in Large HDL
