Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"75.439 [70.295,80.583]",4.711e-173,***,Creatinine
XL-HDL-FC%,"68.066 [62.864,73.268]",1.345e-137,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
TG/PG,"47.540 [42.290,52.791]",1.262e-64,***,Triglycerides to Phosphoglycerides ratio
XL-HDL-C%,"46.252 [41.202,51.302]",3.484e-66,***,Cholesterol to Total-Lipids in Very Large HDL percentage
VLDL-size,"41.704 [36.522,46.886]",2.124e-50,***,Average Diameter for VLDL Particles
L-HDL-TG%,"37.306 [32.078,42.535]",6.702e-39,***,Triglycerides to Total-Lipids in Large HDL percentage
ApoB/ApoA1,"35.909 [30.764,41.055]",4.617e-37,***,Apolipoprotein B to Apolipoprotein A1 ratio
XL-HDL-TG%,"35.429 [30.135,40.724]",8.586e-34,***,Triglycerides to Total-Lipids in Very Large HDL percentage
Leu,"35.409 [30.366,40.452]",1.469e-37,***,Leucine
S-HDL-TG%,"34.570 [29.356,39.784]",4.121e-33,***,Triglycerides to Total-Lipids in Small HDL percentage
M-HDL-PL%,"34.443 [29.014,39.873]",5.114e-30,***,Phospholipids to Total-Lipids in Medium HDL percentage
Total-BCAA,"32.522 [27.376,37.667]",9.025e-30,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,"30.914 [25.688,36.140]",1.235e-25,***,Valine
M-VLDL-TG%,"29.901 [24.641,35.161]",2.121e-23,***,Triglycerides to Total-Lipids in Medium VLDL percentage
M-HDL-TG%,"27.540 [22.358,32.721]",5.342e-20,***,Triglycerides to Total-Lipids in Medium HDL percentage
XL-VLDL-TG,"27.514 [22.233,32.794]",4.490e-19,***,Triglycerides in Very Large VLDL
L-VLDL-TG,"26.880 [21.678,32.082]",1.070e-18,***,Triglycerides in Large VLDL
XL-VLDL-L,"26.796 [21.537,32.054]",4.429e-18,***,Total-Lipids in Very Large VLDL
XL-VLDL-P,"26.686 [21.418,31.954]",7.954e-18,***,Concentration of Very Large VLDL Particles
L-VLDL-FC,"26.602 [21.389,31.814]",3.769e-18,***,Free Cholesterol in Large VLDL
L-VLDL-PL,"26.601 [21.372,31.830]",5.183e-18,***,Phospholipids in Large VLDL
L-VLDL-L,"26.225 [21.029,31.421]",1.141e-17,***,Total-Lipids in Large VLDL
L-VLDL-P,"25.907 [20.686,31.129]",5.996e-17,***,Concentration of Large VLDL Particles
XL-VLDL-PL,"25.618 [20.355,30.880]",3.532e-16,***,Phospholipids in Very Large VLDL
XS-VLDL-TG%,"24.834 [19.547,30.120]",8.291e-15,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-TG,"23.966 [18.664,29.267]",1.953e-13,***,Triglycerides in Chylomicrons and Extremely Large VLDL
Gln,"23.940 [18.819,29.061]",1.250e-14,***,Glutamine
XL-VLDL-FC,"23.894 [18.643,29.145]",1.151e-13,***,Free Cholesterol in Very Large VLDL
XXL-VLDL-L,"23.616 [18.324,28.909]",5.391e-13,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
