Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,"0.288 [0.273,0.304]",9.478e-289,***,Glycoprotein Acetyls
XL-HDL-FC%,"0.270 [0.253,0.287]",4.503e-205,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-C%,"0.229 [0.214,0.244]",1.085e-181,***,Cholesterol to Total-Lipids in Very Large HDL percentage
XS-VLDL-FC%,"0.163 [0.148,0.178]",6.876e-100,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
ApoB/ApoA1,"0.162 [0.148,0.177]",2.327e-97,***,Apolipoprotein B to Apolipoprotein A1 ratio
L-VLDL-FC%,"0.154 [0.140,0.169]",7.752e-90,***,Free Cholesterol to Total-Lipids in Large VLDL percentage
S-LDL-C%,"0.151 [0.137,0.166]",2.599e-84,***,Cholesterol to Total-Lipids in Small LDL percentage
IDL-FC%,"0.137 [0.123,0.152]",8.010e-70,***,Free Cholesterol to Total-Lipids in IDL percentage
Lactate,"0.133 [0.118,0.148]",7.898e-64,***,Lactate
S-VLDL-CE%,"0.133 [0.118,0.147]",8.372e-65,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
L-LDL-PL%,"0.130 [0.116,0.145]",3.385e-63,***,Phospholipids to Total-Lipids in Large LDL percentage
S-HDL-CE%,"0.130 [0.115,0.145]",1.608e-61,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
XL-VLDL-CE,"0.129 [0.114,0.144]",7.425e-60,***,Cholesteryl Esters in Very Large VLDL
S-VLDL-CE,"0.128 [0.114,0.143]",1.644e-61,***,Cholesteryl Esters in Small VLDL
M-LDL-CE,"0.126 [0.112,0.141]",1.324e-59,***,Cholesteryl Esters in Medium LDL
M-LDL-C,"0.126 [0.112,0.141]",1.010e-59,***,Cholesterol in Medium LDL
S-VLDL-C,"0.125 [0.110,0.139]",3.725e-58,***,Cholesterol in Small VLDL
M-LDL-P,"0.124 [0.110,0.139]",8.495e-58,***,Concentration of Medium LDL Particles
M-LDL-L,"0.123 [0.109,0.138]",6.687e-57,***,Total-Lipids in Medium LDL
M-LDL-PL,"0.122 [0.108,0.137]",6.616e-56,***,Phospholipids in Medium LDL
S-LDL-C,"0.121 [0.107,0.136]",6.587e-55,***,Cholesterol in Small LDL
S-LDL-CE,"0.119 [0.105,0.134]",4.915e-53,***,Cholesteryl Esters in Small LDL
MUFA%,"0.119 [0.103,0.134]",1.489e-43,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC,"0.118 [0.104,0.133]",3.615e-52,***,Free Cholesterol in Medium LDL
S-VLDL-FC,"0.116 [0.101,0.130]",1.273e-49,***,Free Cholesterol in Small VLDL
M-VLDL-C,"0.115 [0.100,0.129]",1.839e-48,***,Cholesterol in Medium VLDL
S-LDL-FC,"0.114 [0.100,0.129]",1.050e-48,***,Free Cholesterol in Small LDL
S-VLDL-C%,"0.114 [0.099,0.129]",9.845e-46,***,Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-CE,"0.114 [0.099,0.129]",4.884e-47,***,Cholesteryl Esters in Medium VLDL
S-LDL-CE%,"0.113 [0.099,0.128]",1.300e-46,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
L-VLDL-CE,"0.113 [0.098,0.128]",9.511e-46,***,Cholesteryl Esters in Large VLDL
XL-HDL-TG%,"0.112 [0.096,0.128]",6.465e-39,***,Triglycerides to Total-Lipids in Very Large HDL percentage
S-LDL-L,"0.112 [0.097,0.126]",3.643e-46,***,Total-Lipids in Small LDL
L-VLDL-PL%,"0.110 [0.095,0.126]",1.500e-40,***,Phospholipids to Total-Lipids in Large VLDL percentage
M-VLDL-P,"0.109 [0.095,0.124]",8.181e-44,***,Concentration of Medium VLDL Particles
M-VLDL-FC,"0.109 [0.095,0.124]",5.855e-44,***,Free Cholesterol in Medium VLDL
XL-VLDL-C,"0.109 [0.094,0.124]",6.132e-41,***,Cholesterol in Very Large VLDL
Clinical LDL-C,"0.109 [0.094,0.124]",2.698e-43,***,Clinical LDL Cholesterol
LDL-PL,"0.109 [0.094,0.123]",1.385e-43,***,Phospholipids in LDL
VLDL-CE,"0.109 [0.094,0.123]",2.781e-43,***,Cholesteryl Esters in VLDL
L-VLDL-C,"0.109 [0.094,0.124]",7.053e-41,***,Cholesterol in Large VLDL
M-LDL-C%,"0.108 [0.094,0.123]",2.094e-41,***,Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-C,"0.108 [0.093,0.123]",1.976e-42,***,VLDL Cholesterol
S-LDL-P,"0.108 [0.093,0.122]",1.532e-42,***,Concentration of Small LDL Particles
S-VLDL-PL,"0.107 [0.092,0.121]",1.683e-41,***,Phospholipids in Small VLDL
M-LDL-CE%,"0.107 [0.092,0.121]",1.476e-40,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
ApoB,"0.105 [0.090,0.119]",3.864e-40,***,Apolipoprotein B
LDL-P,"0.104 [0.089,0.118]",2.073e-39,***,Concentration of LDL Particles
S-HDL-C%,"0.103 [0.089,0.118]",2.359e-37,***,Cholesterol to Total-Lipids in Small HDL percentage
M-VLDL-PL,"0.103 [0.088,0.117]",2.258e-38,***,Phospholipids in Medium VLDL
VLDL-FC,"0.102 [0.087,0.117]",5.497e-37,***,Free Cholesterol in VLDL
L-LDL-PL,"0.102 [0.087,0.117]",2.775e-37,***,Phospholipids in Large LDL
L-VLDL-FC,"0.100 [0.085,0.115]",7.345e-33,***,Free Cholesterol in Large VLDL
VLDL-size,"0.099 [0.083,0.115]",3.770e-29,***,Average Diameter for VLDL Particles
IDL-P,"0.098 [0.083,0.112]",1.254e-33,***,Concentration of IDL Particles
M-VLDL-L,"0.097 [0.083,0.112]",1.647e-33,***,Total-Lipids in Medium VLDL
LDL-FC,"0.097 [0.082,0.112]",2.919e-33,***,Free Cholesterol in LDL
LDL-L,"0.097 [0.082,0.112]",1.045e-33,***,Total-Lipids in LDL
XL-VLDL-PL%,"0.097 [0.082,0.111]",1.142e-33,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
S-LDL-PL,"0.096 [0.081,0.110]",4.043e-33,***,Phospholipids in Small LDL
LDL-C,"0.096 [0.081,0.110]",1.406e-32,***,LDL Cholesterol
XL-HDL-CE%,"0.095 [0.081,0.110]",1.044e-31,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
LDL-CE,"0.094 [0.080,0.109]",1.135e-31,***,Cholesteryl Esters in LDL
Non-HDL-C,"0.094 [0.079,0.108]",6.846e-31,***,Total-Cholesterol Minus HDL-C
S-HDL-CE,"0.093 [0.078,0.107]",1.930e-30,***,Cholesteryl Esters in Small HDL
TG/PG,"0.092 [0.076,0.108]",4.121e-24,***,Triglycerides to Phosphoglycerides ratio
VLDL-PL,"0.091 [0.076,0.106]",4.023e-28,***,Phospholipids in VLDL
S-VLDL-L,"0.090 [0.076,0.105]",5.171e-28,***,Total-Lipids in Small VLDL
L-LDL-P,"0.090 [0.076,0.105]",9.448e-29,***,Concentration of Large LDL Particles
Remnant-C,"0.088 [0.074,0.103]",4.731e-27,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
3-Hydroxybutyrate,"0.087 [0.073,0.102]",8.969e-26,***,3-Hydroxybutyrate
L-HDL-TG%,"0.087 [0.071,0.102]",2.590e-22,***,Triglycerides to Total-Lipids in Large HDL percentage
S-VLDL-P,"0.086 [0.072,0.101]",2.361e-25,***,Concentration of Small VLDL Particles
VLDL-L,"0.086 [0.071,0.101]",3.200e-24,***,Total-Lipids in VLDL
S-HDL-P,"0.086 [0.071,0.100]",2.993e-25,***,Concentration of Small HDL Particles
VLDL-P,"0.085 [0.071,0.100]",6.275e-25,***,Concentration of VLDL Particles
L-VLDL-PL,"0.084 [0.069,0.100]",2.445e-22,***,Phospholipids in Large VLDL
L-LDL-FC,"0.083 [0.069,0.098]",3.019e-23,***,Free Cholesterol in Large LDL
L-VLDL-L,"0.083 [0.068,0.098]",2.099e-21,***,Total-Lipids in Large VLDL
XL-VLDL-FC,"0.082 [0.067,0.097]",2.667e-21,***,Free Cholesterol in Very Large VLDL
L-LDL-L,"0.081 [0.067,0.096]",2.136e-22,***,Total-Lipids in Large LDL
IDL-FC,"0.078 [0.063,0.093]",3.475e-19,***,Free Cholesterol in IDL
XL-VLDL-PL,"0.078 [0.063,0.093]",2.071e-18,***,Phospholipids in Very Large VLDL
L-LDL-C,"0.077 [0.063,0.092]",9.158e-20,***,Cholesterol in Large LDL
L-VLDL-P,"0.077 [0.062,0.092]",3.369e-18,***,Concentration of Large VLDL Particles
S-VLDL-FC%,"0.076 [0.061,0.091]",4.012e-17,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
L-LDL-CE,"0.075 [0.060,0.089]",3.023e-18,***,Cholesteryl Esters in Large LDL
XL-VLDL-L,"0.074 [0.058,0.089]",7.542e-16,***,Total-Lipids in Very Large VLDL
S-VLDL-PL%,"0.073 [0.058,0.088]",8.838e-16,***,Phospholipids to Total-Lipids in Small VLDL percentage
XXL-VLDL-CE,"0.073 [0.058,0.088]",1.286e-15,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
S-HDL-C,"0.073 [0.058,0.087]",3.683e-17,***,Cholesterol in Small HDL
XL-VLDL-P,"0.070 [0.055,0.085]",4.987e-14,***,Concentration of Very Large VLDL Particles
Pyruvate,"0.070 [0.055,0.084]",2.136e-15,***,Pyruvate
L-VLDL-C%,"0.066 [0.051,0.081]",9.717e-13,***,Cholesterol to Total-Lipids in Large VLDL percentage
M-VLDL-TG,"0.066 [0.051,0.081]",1.939e-12,***,Triglycerides in Medium VLDL
XXL-VLDL-C,"0.063 [0.048,0.078]",7.854e-11,***,Cholesterol in Chylomicrons and Extremely Large VLDL
M-VLDL-FC%,"0.062 [0.047,0.078]",2.871e-10,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
