Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"59.946 [52.209,67.682]",1.796e-46,***,Creatinine
XL-HDL-FC%,"49.794 [41.986,57.602]",2.254e-30,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
TG/PG,"41.317 [33.488,49.146]",1.163e-19,***,Triglycerides to Phosphoglycerides ratio
VLDL-size,"38.388 [30.671,46.106]",4.677e-17,***,Average Diameter for VLDL Particles
XL-HDL-C%,"35.950 [28.415,43.486]",2.158e-15,***,Cholesterol to Total-Lipids in Very Large HDL percentage
ApoB/ApoA1,"31.304 [23.646,38.962]",2.700e-10,***,Apolipoprotein B to Apolipoprotein A1 ratio
XL-HDL-TG%,"29.867 [21.987,37.746]",2.575e-08,***,Triglycerides to Total-Lipids in Very Large HDL percentage
Leu,"28.024 [20.516,35.531]",6.017e-08,***,Leucine
L-HDL-TG%,"27.721 [19.936,35.507]",6.976e-07,***,Triglycerides to Total-Lipids in Large HDL percentage
S-HDL-TG%,"27.240 [19.480,35.001]",1.398e-06,***,Triglycerides to Total-Lipids in Small HDL percentage
L-VLDL-TG,"26.617 [18.886,34.348]",3.497e-06,***,Triglycerides in Large VLDL
L-VLDL-L,"25.966 [18.245,33.688]",1.015e-05,***,Total-Lipids in Large VLDL
M-VLDL-TG%,"25.907 [18.086,33.728]",1.965e-05,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XL-VLDL-TG,"25.752 [17.903,33.600]",2.947e-05,***,Triglycerides in Very Large VLDL
L-VLDL-PL,"25.473 [17.702,33.244]",3.064e-05,***,Phospholipids in Large VLDL
L-VLDL-FC,"25.435 [17.689,33.181]",2.860e-05,***,Free Cholesterol in Large VLDL
XL-VLDL-L,"25.414 [17.598,33.229]",4.296e-05,***,Total-Lipids in Very Large VLDL
Total-BCAA,"25.221 [17.565,32.878]",2.491e-05,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-HDL-PL%,"25.168 [17.088,33.248]",2.378e-04,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-P,"25.036 [17.276,32.796]",5.934e-05,***,Concentration of Large VLDL Particles
XL-VLDL-P,"24.923 [17.094,32.753]",1.021e-04,***,Concentration of Very Large VLDL Particles
XL-VLDL-PL,"24.168 [16.348,31.988]",3.204e-04,***,Phospholipids in Very Large VLDL
Val,"23.726 [15.952,31.499]",5.104e-04,***,Valine
VLDL-TG,"23.572 [15.791,31.352]",6.683e-04,***,Triglycerides in VLDL
XL-VLDL-FC,"23.057 [15.256,30.858]",0.002,**,Free Cholesterol in Very Large VLDL
M-VLDL-TG,"22.614 [14.919,30.309]",0.002,**,Triglycerides in Medium VLDL
XL-VLDL-C,"22.600 [14.852,30.348]",0.003,**,Cholesterol in Very Large VLDL
Gln,"22.261 [14.651,29.870]",0.002,**,Glutamine
XS-VLDL-PL%,"22.176 [14.433,29.919]",0.005,**,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-VLDL-C,"22.065 [14.378,29.752]",0.004,**,Cholesterol in Large VLDL
XXL-VLDL-CE,"21.816 [13.992,29.640]",0.011,*,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XXL-VLDL-TG,"21.411 [13.533,29.288]",0.023,*,Triglycerides in Chylomicrons and Extremely Large VLDL
XL-VLDL-CE,"21.370 [13.667,29.074]",0.012,*,Cholesteryl Esters in Very Large VLDL
XS-VLDL-TG%,"21.366 [13.509,29.222]",0.023,*,Triglycerides to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-L,"21.294 [13.431,29.158]",0.026,*,Total-Lipids in Chylomicrons and Extremely Large VLDL
M-HDL-TG%,"20.411 [12.707,28.115]",0.048,*,Triglycerides to Total-Lipids in Medium HDL percentage
L-VLDL-C%,"-20.231 [-27.879,-12.583]",0.050,*,Cholesterol to Total-Lipids in Large VLDL percentage
PUFA,"-21.408 [-29.082,-13.735]",0.010,*,Polyunsaturated Fatty Acids
XL-VLDL-C%,"-21.546 [-29.257,-13.835]",0.010,**,Cholesterol to Total-Lipids in Very Large VLDL percentage
DHA,"-21.930 [-29.576,-14.284]",0.004,**,Docosahexaenoic Acid
Total-C,"-21.996 [-29.803,-14.189]",0.008,**,Total-Cholesterol
XXL-VLDL-FC%,"-23.014 [-30.474,-15.554]",3.426e-04,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-FC,"-23.027 [-30.776,-15.278]",0.001,**,Free Cholesterol in IDL
M-VLDL-PL%,"-23.127 [-31.038,-15.217]",0.002,**,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,"-23.227 [-31.369,-15.085]",0.005,**,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
GlycA,"-23.393 [-31.530,-15.257]",0.004,**,Glycoprotein Acetyls
M-VLDL-FC%,"-23.508 [-31.449,-15.566]",0.002,**,Free Cholesterol to Total-Lipids in Medium VLDL percentage
S-HDL-L,"-23.569 [-31.232,-15.906]",3.840e-04,***,Total-Lipids in Small HDL
Total-CE,"-23.722 [-31.526,-15.919]",5.899e-04,***,Total-Esterified Cholesterol
IDL-PL,"-23.928 [-31.677,-16.179]",3.304e-04,***,Phospholipids in IDL
XL-VLDL-FC%,"-23.944 [-31.507,-16.382]",1.264e-04,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
M-VLDL-C%,"-24.304 [-32.365,-16.243]",7.952e-04,***,Cholesterol to Total-Lipids in Medium VLDL percentage
XS-VLDL-C%,"-24.403 [-32.479,-16.326]",7.351e-04,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
IDL-L,"-24.517 [-32.291,-16.744]",1.469e-04,***,Total-Lipids in IDL
M-HDL-C%,"-24.640 [-32.614,-16.666]",3.220e-04,***,Cholesterol to Total-Lipids in Medium HDL percentage
IDL-C,"-24.757 [-32.539,-16.975]",1.044e-04,***,Cholesterol in IDL
XS-VLDL-C,"-24.844 [-32.560,-17.128]",6.438e-05,***,Cholesterol in Very Small VLDL
IDL-CE,"-25.174 [-32.942,-17.406]",4.940e-05,***,Cholesteryl Esters in IDL
Unsaturation,"-25.929 [-33.811,-18.048]",2.630e-05,***,Degree of Unsaturation
L-VLDL-CE%,"-26.214 [-34.022,-18.406]",1.091e-05,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
XS-VLDL-CE%,"-27.045 [-35.158,-18.932]",1.490e-05,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE,"-27.201 [-34.921,-19.482]",1.162e-06,***,Cholesteryl Esters in Very Small VLDL
S-HDL-FC,"-27.895 [-35.541,-20.248]",2.034e-07,***,Free Cholesterol in Small HDL
S-HDL-PL,"-29.920 [-37.613,-22.227]",5.888e-09,***,Phospholipids in Small HDL
L-HDL-TG,"-29.923 [-37.504,-22.342]",2.436e-09,***,Triglycerides in Large HDL
L-HDL-FC%,"-32.591 [-40.465,-24.716]",1.193e-10,***,Free Cholesterol to Total-Lipids in Large HDL percentage
XL-HDL-FC,"-32.723 [-40.369,-25.076]",1.197e-11,***,Free Cholesterol in Very Large HDL
Gly,"-34.496 [-41.977,-27.014]",3.951e-14,***,Glycine
Total-PL,"-35.026 [-42.767,-27.286]",1.801e-13,***,Total-Phospholipids in Lipoprotein Particles
SM,"-36.811 [-44.511,-29.111]",1.805e-15,***,Sphingomyelins
XL-HDL-PL%,"-38.831 [-46.453,-31.209]",4.488e-18,***,Phospholipids to Total-Lipids in Very Large HDL percentage
XL-HDL-P,"-40.117 [-47.792,-32.443]",3.183e-19,***,Concentration of Very Large HDL Particles
Phosphoglyc,"-40.704 [-48.416,-32.992]",1.146e-19,***,Phosphoglycerides
Cholines,"-40.710 [-48.439,-32.982]",1.418e-19,***,Total-Cholines
XL-HDL-C,"-40.724 [-48.450,-32.999]",1.308e-19,***,Cholesterol in Very Large HDL
S-HDL-PL%,"-41.004 [-48.422,-33.586]",6.293e-22,***,Phospholipids to Total-Lipids in Small HDL percentage
