Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"123.445 [112.044,134.847]",1.339e-93,***,Creatinine
XL-HDL-FC%,"117.646 [106.146,129.146]",2.743e-83,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
TG/PG,"90.309 [78.747,101.870]",2.784e-47,***,Triglycerides to Phosphoglycerides ratio
VLDL-size,"80.268 [68.863,91.673]",9.383e-38,***,Average Diameter for VLDL Particles
XL-HDL-C%,"75.578 [64.441,86.715]",7.417e-35,***,Cholesterol to Total-Lipids in Very Large HDL percentage
M-HDL-PL%,"69.356 [57.415,81.297]",1.382e-24,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-HDL-TG%,"68.884 [57.377,80.391]",2.436e-26,***,Triglycerides to Total-Lipids in Large HDL percentage
XL-HDL-TG%,"67.631 [55.982,79.280]",1.469e-24,***,Triglycerides to Total-Lipids in Very Large HDL percentage
Leu,"65.232 [54.134,76.331]",2.916e-25,***,Leucine
S-HDL-TG%,"64.803 [53.330,76.276]",4.706e-23,***,Triglycerides to Total-Lipids in Small HDL percentage
Total-BCAA,"63.046 [51.727,74.365]",2.557e-22,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,"61.299 [49.806,72.793]",3.690e-20,***,Valine
M-VLDL-TG%,"60.945 [49.379,72.511]",1.365e-19,***,Triglycerides to Total-Lipids in Medium VLDL percentage
ApoB/ApoA1,"60.754 [49.425,72.084]",2.025e-20,***,Apolipoprotein B to Apolipoprotein A1 ratio
XL-VLDL-TG,"55.883 [44.272,67.493]",9.890e-16,***,Triglycerides in Very Large VLDL
XL-VLDL-L,"54.102 [42.539,65.665]",1.162e-14,***,Total-Lipids in Very Large VLDL
XL-VLDL-P,"53.614 [42.030,65.198]",2.889e-14,***,Concentration of Very Large VLDL Particles
L-VLDL-TG,"53.279 [41.840,64.719]",1.711e-14,***,Triglycerides in Large VLDL
L-VLDL-PL,"52.752 [41.254,64.249]",5.943e-14,***,Phospholipids in Large VLDL
M-HDL-TG%,"52.233 [40.837,63.629]",6.419e-14,***,Triglycerides to Total-Lipids in Medium HDL percentage
L-VLDL-FC,"52.041 [40.578,63.503]",1.383e-13,***,Free Cholesterol in Large VLDL
L-VLDL-L,"51.859 [40.433,63.285]",1.417e-13,***,Total-Lipids in Large VLDL
XL-VLDL-PL,"51.797 [40.226,63.368]",4.206e-13,***,Phospholipids in Very Large VLDL
XS-VLDL-PL%,"51.439 [39.984,62.895]",3.301e-13,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-VLDL-P,"51.394 [39.912,62.877]",4.252e-13,***,Concentration of Large VLDL Particles
XXL-VLDL-TG,"51.231 [39.577,62.885]",1.682e-12,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XS-VLDL-TG%,"50.741 [39.118,62.365]",2.823e-12,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-L,"50.459 [38.825,62.094]",4.558e-12,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
VLDL-TG,"48.690 [37.176,60.205]",2.767e-11,***,Triglycerides in VLDL
