Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-PL%,"0.249 [0.195,0.303]",3.417e-14,***,Phospholipids to Total-Lipids in Small HDL percentage
M-HDL-PL,"0.229 [0.174,0.284]",5.953e-11,***,Phospholipids in Medium HDL
M-HDL-CE,"0.229 [0.174,0.285]",1.040e-10,***,Cholesteryl Esters in Medium HDL
M-HDL-C,"0.227 [0.171,0.283]",2.948e-10,***,Cholesterol in Medium HDL
M-HDL-L,"0.225 [0.170,0.281]",5.550e-10,***,Total-Lipids in Medium HDL
XL-HDL-PL%,"0.221 [0.152,0.290]",7.012e-05,***,Phospholipids to Total-Lipids in Very Large HDL percentage
HDL-PL,"0.218 [0.161,0.275]",1.458e-08,***,Phospholipids in HDL
M-HDL-P,"0.212 [0.157,0.266]",5.019e-09,***,Concentration of Medium HDL Particles
L-HDL-PL,"0.208 [0.151,0.264]",1.221e-07,***,Phospholipids in Large HDL
M-HDL-FC,"0.206 [0.151,0.261]",4.221e-08,***,Free Cholesterol in Medium HDL
HDL-L,"0.201 [0.143,0.259]",2.139e-06,***,Total-Lipids in HDL
SFA%,"0.200 [0.143,0.258]",1.587e-06,***,Saturated Fatty Acids to Total-Fatty Acids percentage
HDL-CE,"0.193 [0.135,0.250]",1.110e-05,***,Cholesteryl Esters in HDL
HDL-C,"0.189 [0.132,0.247]",2.898e-05,***,HDL Cholesterol
L-HDL-L,"0.189 [0.131,0.246]",3.564e-05,***,Total-Lipids in Large HDL
ApoA1,"0.184 [0.128,0.240]",3.237e-05,***,Apolipoprotein A1
L-VLDL-TG%,"0.179 [0.130,0.228]",2.143e-07,***,Triglycerides to Total-Lipids in Large VLDL percentage
HDL-FC,"0.162 [0.106,0.218]",0.003,**,Free Cholesterol in HDL
HDL-size,"0.159 [0.102,0.217]",0.011,*,Average Diameter for HDL Particles
L-HDL-C,"0.157 [0.101,0.214]",0.012,*,Cholesterol in Large HDL
L-HDL-CE,"0.153 [0.097,0.210]",0.021,*,Cholesteryl Esters in Large HDL
L-HDL-FC,"0.152 [0.097,0.207]",0.015,*,Free Cholesterol in Large HDL
L-HDL-P,"0.146 [0.091,0.201]",0.042,*,Concentration of Large HDL Particles
L-VLDL-PL%,"-0.134 [-0.182,-0.086]",0.009,**,Phospholipids to Total-Lipids in Large VLDL percentage
XS-VLDL-C,"-0.146 [-0.199,-0.093]",0.017,*,Cholesterol in Very Small VLDL
IDL-FC,"-0.148 [-0.202,-0.094]",0.020,*,Free Cholesterol in IDL
S-HDL-TG%,"-0.149 [-0.204,-0.094]",0.023,*,Triglycerides to Total-Lipids in Small HDL percentage
Total-TG,"-0.154 [-0.210,-0.098]",0.017,*,Total-Triglycerides
IDL-PL,"-0.154 [-0.208,-0.100]",0.005,**,Phospholipids in IDL
XL-VLDL-TG,"-0.156 [-0.214,-0.098]",0.031,*,Triglycerides in Very Large VLDL
M-VLDL-PL%,"-0.156 [-0.213,-0.100]",0.014,*,Phospholipids to Total-Lipids in Medium VLDL percentage
L-VLDL-TG,"-0.156 [-0.213,-0.100]",0.013,*,Triglycerides in Large VLDL
XXL-VLDL-L,"-0.159 [-0.217,-0.101]",0.018,*,Total-Lipids in Chylomicrons and Extremely Large VLDL
S-VLDL-CE%,"-0.159 [-0.213,-0.106]",0.001,**,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
MUFA,"-0.162 [-0.219,-0.105]",0.006,**,Monounsaturated Fatty Acids
VLDL-TG,"-0.163 [-0.219,-0.107]",0.003,**,Triglycerides in VLDL
S-VLDL-TG,"-0.163 [-0.218,-0.108]",0.001,**,Triglycerides in Small VLDL
LDL-TG,"-0.163 [-0.219,-0.107]",0.003,**,Triglycerides in LDL
L-LDL-FC,"-0.164 [-0.218,-0.110]",5.131e-04,***,Free Cholesterol in Large LDL
XS-VLDL-L,"-0.165 [-0.217,-0.112]",2.380e-04,***,Total-Lipids in Very Small VLDL
VLDL-size,"-0.166 [-0.224,-0.109]",0.004,**,Average Diameter for VLDL Particles
XL-VLDL-FC%,"-0.170 [-0.221,-0.118]",2.175e-05,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
L-VLDL-C%,"-0.170 [-0.222,-0.118]",4.618e-05,***,Cholesterol to Total-Lipids in Large VLDL percentage
Omega-6,"-0.170 [-0.226,-0.115]",3.092e-04,***,Omega-6 Fatty Acids
XXL-VLDL-P,"-0.171 [-0.229,-0.112]",0.002,**,Concentration of Chylomicrons and Extremely Large VLDL Particles
L-HDL-TG%,"-0.172 [-0.232,-0.111]",0.006,**,Triglycerides to Total-Lipids in Large HDL percentage
Gln,"-0.172 [-0.225,-0.119]",5.632e-05,***,Glutamine
