Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"0.282 [0.251,0.313]",6.155e-65,***,Creatinine
XL-HDL-FC,"0.241 [0.212,0.270]",1.665e-54,***,Free Cholesterol in Very Large HDL
Gly,"0.175 [0.146,0.203]",2.372e-28,***,Glycine
SFA%,"0.169 [0.142,0.196]",1.114e-29,***,Saturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL%,"0.167 [0.138,0.196]",1.881e-24,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-LDL-PL%,"0.165 [0.138,0.192]",1.495e-28,***,Phospholipids to Total-Lipids in Small LDL percentage
L-HDL-TG%,"0.162 [0.133,0.190]",7.066e-24,***,Triglycerides to Total-Lipids in Large HDL percentage
XL-HDL-FC%,"0.161 [0.130,0.192]",6.133e-19,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-PL,"0.155 [0.125,0.185]",3.187e-18,***,Phospholipids in Very Large HDL
XL-HDL-L,"0.142 [0.112,0.173]",1.117e-14,***,Total-Lipids in Very Large HDL
XL-HDL-P,"0.135 [0.105,0.165]",4.098e-13,***,Concentration of Very Large HDL Particles
XL-HDL-C,"0.130 [0.099,0.160]",1.341e-11,***,Cholesterol in Very Large HDL
M-HDL-TG%,"0.129 [0.102,0.157]",1.534e-14,***,Triglycerides to Total-Lipids in Medium HDL percentage
Acetate,"0.127 [0.101,0.154]",9.583e-16,***,Acetate
XXL-VLDL-TG%,"0.121 [0.094,0.148]",1.368e-13,***,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Tyr,"0.114 [0.087,0.141]",3.715e-11,***,Tyrosine
S-HDL-FC%,"0.113 [0.085,0.141]",4.272e-10,***,Free Cholesterol to Total-Lipids in Small HDL percentage
XL-VLDL-FC%,"0.108 [0.080,0.135]",6.451e-09,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
