Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-C,"0.169 [0.123,0.215]",1.236e-07,***,HDL Cholesterol
HDL-CE,"0.168 [0.123,0.214]",1.347e-07,***,Cholesteryl Esters in HDL
HDL-FC,"0.163 [0.117,0.209]",7.084e-07,***,Free Cholesterol in HDL
HDL-L,"0.161 [0.116,0.206]",5.726e-07,***,Total-Lipids in HDL
M-HDL-FC,"0.160 [0.115,0.204]",3.345e-07,***,Free Cholesterol in Medium HDL
M-HDL-C,"0.159 [0.115,0.203]",2.766e-07,***,Cholesterol in Medium HDL
ApoA1,"0.158 [0.114,0.202]",4.907e-07,***,Apolipoprotein A1
M-HDL-CE,"0.158 [0.114,0.202]",3.297e-07,***,Cholesteryl Esters in Medium HDL
M-HDL-P,"0.155 [0.111,0.199]",7.872e-07,***,Concentration of Medium HDL Particles
HDL-PL,"0.154 [0.109,0.198]",2.914e-06,***,Phospholipids in HDL
HDL-P,"0.150 [0.107,0.193]",1.997e-06,***,Concentration of HDL Particles
L-HDL-PL,"0.149 [0.102,0.195]",8.296e-05,***,Phospholipids in Large HDL
L-HDL-L,"0.148 [0.101,0.196]",1.610e-04,***,Total-Lipids in Large HDL
M-HDL-L,"0.148 [0.104,0.191]",5.563e-06,***,Total-Lipids in Medium HDL
M-HDL-FC%,"0.146 [0.099,0.193]",2.065e-04,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-P,"0.146 [0.099,0.193]",1.761e-04,***,Concentration of Large HDL Particles
L-HDL-CE,"0.143 [0.096,0.191]",5.177e-04,***,Cholesteryl Esters in Large HDL
L-HDL-C,"0.143 [0.096,0.191]",5.691e-04,***,Cholesterol in Large HDL
Total-P,"0.143 [0.100,0.186]",1.896e-05,***,Total-Concentration of Lipoprotein Particles
M-HDL-PL,"0.138 [0.096,0.181]",5.462e-05,***,Phospholipids in Medium HDL
L-HDL-FC,"0.137 [0.090,0.183]",0.002,**,Free Cholesterol in Large HDL
PC,"0.131 [0.087,0.175]",0.001,**,Phosphatidylcholines
Cholines,"0.119 [0.075,0.163]",0.022,*,Total-Cholines
Phosphoglyc,"0.116 [0.073,0.160]",0.033,*,Phosphoglycerides
S-HDL-FC,"0.112 [0.070,0.153]",0.032,*,Free Cholesterol in Small HDL
Ile,"-0.019 [-0.060,0.023]",1.000,,Isoleucine
M-LDL-PL%,"-0.025 [-0.065,0.016]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Phe,"-0.030 [-0.070,0.011]",1.000,,Phenylalanine
M-HDL-PL%,"-0.119 [-0.164,-0.075]",0.041,*,Phospholipids to Total-Lipids in Medium HDL percentage
XL-HDL-FC%,"-0.137 [-0.185,-0.088]",0.007,**,Free Cholesterol to Total-Lipids in Very Large HDL percentage
