Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
PC,"0.608 [0.501,0.714]",1.122e-23,***,Phosphatidylcholines
Phosphoglyc,"0.591 [0.486,0.697]",8.921e-23,***,Phosphoglycerides
Total-PL,"0.590 [0.486,0.694]",3.132e-23,***,Total-Phospholipids in Lipoprotein Particles
Cholines,"0.588 [0.482,0.694]",3.835e-22,***,Total-Cholines
SM,"0.547 [0.441,0.652]",1.071e-18,***,Sphingomyelins
Total-P,"0.533 [0.427,0.639]",1.307e-17,***,Total-Concentration of Lipoprotein Particles
S-HDL-FC,"0.525 [0.424,0.627]",8.278e-19,***,Free Cholesterol in Small HDL
Total-L,"0.517 [0.416,0.618]",2.221e-18,***,Total-Lipids in Lipoprotein Particles
Total-CE,"0.514 [0.411,0.617]",3.097e-17,***,Total-Esterified Cholesterol
Total-C,"0.509 [0.406,0.611]",5.654e-17,***,Total-Cholesterol
IDL-CE,"0.507 [0.404,0.610]",1.176e-16,***,Cholesteryl Esters in IDL
IDL-L,"0.505 [0.402,0.608]",1.366e-16,***,Total-Lipids in IDL
Creatinine,"0.503 [0.386,0.621]",1.081e-11,***,Creatinine
ApoA1,"0.501 [0.391,0.611]",7.836e-14,***,Apolipoprotein A1
HDL-FC,"0.498 [0.384,0.613]",2.815e-12,***,Free Cholesterol in HDL
HDL-P,"0.496 [0.390,0.602]",1.275e-14,***,Concentration of HDL Particles
IDL-C,"0.494 [0.391,0.597]",1.158e-15,***,Cholesterol in IDL
SFA,"0.494 [0.393,0.596]",3.045e-16,***,Saturated Fatty Acids
HDL-PL,"0.493 [0.382,0.605]",7.826e-13,***,Phospholipids in HDL
M-HDL-FC,"0.490 [0.380,0.600]",6.281e-13,***,Free Cholesterol in Medium HDL
HDL-L,"0.490 [0.377,0.602]",3.329e-12,***,Total-Lipids in HDL
Total-FC,"0.485 [0.384,0.587]",1.894e-15,***,Total-Free Cholesterol
S-HDL-PL,"0.484 [0.383,0.585]",1.542e-15,***,Phospholipids in Small HDL
SFA%,"0.480 [0.379,0.582]",3.953e-15,***,Saturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-CE,"0.474 [0.370,0.577]",7.253e-14,***,Cholesteryl Esters in Very Small VLDL
IDL-PL,"0.472 [0.369,0.575]",6.527e-14,***,Phospholipids in IDL
S-HDL-L,"0.470 [0.369,0.571]",1.325e-14,***,Total-Lipids in Small HDL
M-HDL-FC%,"0.469 [0.355,0.583]",1.712e-10,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
M-HDL-PL,"0.468 [0.361,0.575]",2.043e-12,***,Phospholipids in Medium HDL
M-HDL-L,"0.467 [0.359,0.575]",4.947e-12,***,Total-Lipids in Medium HDL
XS-VLDL-C,"0.465 [0.362,0.568]",2.096e-13,***,Cholesterol in Very Small VLDL
M-HDL-P,"0.458 [0.349,0.566]",3.488e-11,***,Concentration of Medium HDL Particles
Remnant-C,"0.444 [0.344,0.544]",9.662e-13,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
XS-VLDL-L,"0.444 [0.342,0.546]",2.981e-12,***,Total-Lipids in Very Small VLDL
IDL-FC,"0.439 [0.336,0.542]",1.342e-11,***,Free Cholesterol in IDL
L-LDL-L,"0.437 [0.337,0.537]",3.087e-12,***,Total-Lipids in Large LDL
Non-HDL-C,"0.436 [0.336,0.536]",2.907e-12,***,Total-Cholesterol Minus HDL-C
L-LDL-PL,"0.428 [0.328,0.528]",1.343e-11,***,Phospholipids in Large LDL
L-LDL-C,"0.428 [0.327,0.528]",1.677e-11,***,Cholesterol in Large LDL
Total-FA,"0.426 [0.325,0.527]",3.541e-11,***,Total-Fatty Acids
L-LDL-CE,"0.425 [0.325,0.525]",2.097e-11,***,Cholesteryl Esters in Large LDL
XS-VLDL-FC,"0.424 [0.322,0.526]",7.075e-11,***,Free Cholesterol in Very Small VLDL
