Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"106.647 [96.238,117.057]",1.547e-83,***,Creatinine
XL-HDL-FC%,"100.652 [90.153,111.152]",8.658e-73,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
TG/PG,"68.461 [57.898,79.023]",1.718e-31,***,Triglycerides to Phosphoglycerides ratio
XL-HDL-C%,"62.678 [52.513,72.843]",3.639e-28,***,Cholesterol to Total-Lipids in Very Large HDL percentage
VLDL-size,"58.413 [47.995,68.831]",1.152e-22,***,Average Diameter for VLDL Particles
Leu,"57.067 [46.942,67.192]",6.121e-23,***,Leucine
ApoB/ApoA1,"56.728 [46.396,67.060]",1.389e-21,***,Apolipoprotein B to Apolipoprotein A1 ratio
M-HDL-PL%,"55.112 [44.213,66.011]",9.454e-18,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-HDL-TG%,"54.274 [43.771,64.777]",1.068e-18,***,Triglycerides to Total-Lipids in Large HDL percentage
Total-BCAA,"53.363 [43.035,63.690]",1.071e-18,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
S-HDL-TG%,"50.969 [40.498,61.441]",3.572e-16,***,Triglycerides to Total-Lipids in Small HDL percentage
Val,"49.349 [38.861,59.838]",7.222e-15,***,Valine
XL-HDL-TG%,"48.732 [38.095,59.369]",6.660e-14,***,Triglycerides to Total-Lipids in Very Large HDL percentage
Ile,"41.143 [30.954,51.332]",5.916e-10,***,Isoleucine
M-HDL-TG%,"40.861 [30.462,51.260]",3.183e-09,***,Triglycerides to Total-Lipids in Medium HDL percentage
L-VLDL-PL%,"40.299 [30.228,50.371]",1.050e-09,***,Phospholipids to Total-Lipids in Large VLDL percentage
M-VLDL-TG%,"40.273 [29.712,50.834]",1.833e-08,***,Triglycerides to Total-Lipids in Medium VLDL percentage
Gln,"37.387 [27.113,47.661]",2.318e-07,***,Glutamine
XL-VLDL-TG,"37.049 [26.449,47.648]",1.719e-06,***,Triglycerides in Very Large VLDL
XL-VLDL-L,"37.019 [26.464,47.574]",1.458e-06,***,Total-Lipids in Very Large VLDL
L-VLDL-FC,"36.841 [26.379,47.303]",1.198e-06,***,Free Cholesterol in Large VLDL
L-VLDL-PL,"36.769 [26.274,47.264]",1.534e-06,***,Phospholipids in Large VLDL
XL-VLDL-P,"36.656 [26.082,47.230]",2.535e-06,***,Concentration of Very Large VLDL Particles
XL-VLDL-PL,"36.024 [25.463,46.585]",5.363e-06,***,Phospholipids in Very Large VLDL
L-VLDL-L,"35.333 [24.904,45.763]",7.297e-06,***,Total-Lipids in Large VLDL
L-VLDL-P,"35.006 [24.525,45.487]",1.372e-05,***,Concentration of Large VLDL Particles
L-VLDL-TG,"34.816 [24.372,45.259]",1.488e-05,***,Triglycerides in Large VLDL
XXL-VLDL-TG,"34.091 [23.454,44.729]",7.791e-05,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-L,"33.966 [23.346,44.585]",8.427e-05,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XL-VLDL-FC,"33.797 [23.261,44.333]",7.506e-05,***,Free Cholesterol in Very Large VLDL
XS-VLDL-PL%,"33.123 [22.666,43.580]",1.242e-04,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-CE,"32.613 [22.047,43.180]",3.368e-04,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XS-VLDL-TG%,"32.404 [21.794,43.014]",4.979e-04,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XL-VLDL-C,"32.199 [21.734,42.664]",3.781e-04,***,Cholesterol in Very Large VLDL
XXL-VLDL-PL,"31.518 [20.849,42.186]",0.002,**,Phospholipids in Chylomicrons and Extremely Large VLDL
VLDL-TG,"31.458 [20.948,41.968]",0.001,**,Triglycerides in VLDL
His,"31.119 [21.183,41.054]",1.929e-04,***,Histidine
XXL-VLDL-C,"30.812 [20.220,41.403]",0.003,**,Cholesterol in Chylomicrons and Extremely Large VLDL
