Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"262.895 [246.141,279.648]",4.629e-198,***,Creatinine
XL-HDL-FC%,"208.725 [191.708,225.742]",1.013e-120,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
TG/PG,"171.359 [154.241,188.477]",1.253e-79,***,Triglycerides to Phosphoglycerides ratio
VLDL-size,"146.766 [129.861,163.671]",3.653e-59,***,Average Diameter for VLDL Particles
L-HDL-TG%,"130.998 [113.937,148.059]",1.419e-45,***,Triglycerides to Total-Lipids in Large HDL percentage
M-HDL-PL%,"128.384 [110.673,146.095]",2.964e-40,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-HDL-TG%,"127.737 [110.729,144.746]",1.859e-43,***,Triglycerides to Total-Lipids in Small HDL percentage
XL-HDL-TG%,"124.863 [107.584,142.142]",5.533e-40,***,Triglycerides to Total-Lipids in Very Large HDL percentage
XL-HDL-C%,"124.617 [108.087,141.147]",8.160e-44,***,Cholesterol to Total-Lipids in Very Large HDL percentage
Leu,"123.819 [107.362,140.276]",1.258e-43,***,Leucine
Total-BCAA,"116.108 [99.317,132.900]",2.539e-36,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-VLDL-TG%,"115.258 [98.101,132.414]",4.344e-34,***,Triglycerides to Total-Lipids in Medium VLDL percentage
Val,"112.059 [95.006,129.113]",1.831e-32,***,Valine
ApoB/ApoA1,"111.546 [94.737,128.355]",3.540e-33,***,Apolipoprotein B to Apolipoprotein A1 ratio
XL-VLDL-TG,"103.937 [86.707,121.166]",8.371e-27,***,Triglycerides in Very Large VLDL
M-HDL-TG%,"102.848 [85.941,119.754]",2.558e-27,***,Triglycerides to Total-Lipids in Medium HDL percentage
L-VLDL-TG,"100.639 [83.664,117.614]",9.125e-26,***,Triglycerides in Large VLDL
XL-VLDL-L,"100.453 [83.293,117.613]",4.967e-25,***,Total-Lipids in Very Large VLDL
XS-VLDL-TG%,"99.952 [82.706,117.198]",1.833e-24,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XL-VLDL-P,"99.795 [82.604,116.986]",1.484e-24,***,Concentration of Very Large VLDL Particles
L-VLDL-PL,"98.129 [81.065,115.193]",4.972e-24,***,Phospholipids in Large VLDL
L-VLDL-L,"96.969 [80.012,113.926]",1.009e-23,***,Total-Lipids in Large VLDL
XL-VLDL-PL,"96.618 [79.445,113.791]",7.594e-23,***,Phospholipids in Very Large VLDL
L-VLDL-FC,"96.355 [79.344,113.367]",3.338e-23,***,Free Cholesterol in Large VLDL
L-VLDL-P,"95.696 [78.655,112.738]",9.603e-23,***,Concentration of Large VLDL Particles
XXL-VLDL-TG,"94.754 [77.456,112.052]",1.819e-21,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-L,"94.027 [76.759,111.295]",3.614e-21,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XS-VLDL-PL%,"93.512 [76.508,110.515]",1.147e-21,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
VLDL-TG,"90.985 [73.895,108.076]",4.500e-20,***,Triglycerides in VLDL
XL-VLDL-FC,"90.669 [73.533,107.804]",8.740e-20,***,Free Cholesterol in Very Large VLDL
XXL-VLDL-PL,"88.800 [71.449,106.151]",2.852e-18,***,Phospholipids in Chylomicrons and Extremely Large VLDL
