Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"100.459 [86.285,114.633]",2.464e-38,***,Creatinine
XL-HDL-FC%,"97.398 [83.113,111.683]",3.236e-35,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
TG/PG,"70.657 [56.321,84.993]",1.119e-16,***,Triglycerides to Phosphoglycerides ratio
XL-HDL-C%,"62.768 [48.972,76.563]",1.168e-13,***,Cholesterol to Total-Lipids in Very Large HDL percentage
VLDL-size,"61.155 [47.021,75.289]",5.422e-12,***,Average Diameter for VLDL Particles
L-HDL-TG%,"57.531 [43.284,71.778]",5.912e-10,***,Triglycerides to Total-Lipids in Large HDL percentage
XL-HDL-TG%,"53.165 [38.741,67.589]",1.184e-07,***,Triglycerides to Total-Lipids in Very Large HDL percentage
S-HDL-TG%,"50.321 [36.116,64.525]",8.966e-07,***,Triglycerides to Total-Lipids in Small HDL percentage
ApoB/ApoA1,"48.738 [34.714,62.762]",2.253e-06,***,Apolipoprotein B to Apolipoprotein A1 ratio
M-VLDL-TG%,"48.502 [34.186,62.818]",7.291e-06,***,Triglycerides to Total-Lipids in Medium VLDL percentage
M-HDL-PL%,"48.181 [33.392,62.970]",3.969e-05,***,Phospholipids to Total-Lipids in Medium HDL percentage
Leu,"43.074 [29.326,56.822]",1.900e-04,***,Leucine
XS-VLDL-TG%,"42.244 [27.865,56.624]",0.002,**,Triglycerides to Total-Lipids in Very Small VLDL percentage
Total-BCAA,"39.911 [25.893,53.930]",0.006,**,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-HDL-TG%,"39.902 [25.801,54.003]",0.007,**,Triglycerides to Total-Lipids in Medium HDL percentage
L-VLDL-TG,"39.521 [25.365,53.678]",0.010,*,Triglycerides in Large VLDL
XL-VLDL-TG,"39.256 [24.886,53.627]",0.020,*,Triglycerides in Very Large VLDL
Val,"38.400 [24.168,52.633]",0.028,*,Valine
L-VLDL-PL,"38.147 [23.918,52.376]",0.034,*,Phospholipids in Large VLDL
L-VLDL-L,"37.820 [23.681,51.959]",0.036,*,Total-Lipids in Large VLDL
L-VLDL-FC,"37.572 [23.388,51.756]",0.048,*,Free Cholesterol in Large VLDL
S-HDL-CE,"-36.614 [-50.424,-22.803]",0.047,*,Cholesteryl Esters in Small HDL
LA,"-37.547 [-51.590,-23.504]",0.037,*,Linoleic Acid
