Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"73.081 [67.248,78.914]",4.966e-126,***,Creatinine
XL-HDL-FC%,"69.500 [63.614,75.385]",9.713e-112,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
TG/PG,"48.659 [42.727,54.592]",1.783e-52,***,Triglycerides to Phosphoglycerides ratio
XL-HDL-C%,"48.594 [42.890,54.298]",7.540e-57,***,Cholesterol to Total-Lipids in Very Large HDL percentage
VLDL-size,"44.806 [38.956,50.656]",2.491e-45,***,Average Diameter for VLDL Particles
XL-HDL-TG%,"39.295 [33.320,45.271]",1.613e-32,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-HDL-TG%,"39.116 [33.213,45.020]",4.529e-33,***,Triglycerides to Total-Lipids in Large HDL percentage
Leu,"35.628 [29.933,41.324]",4.324e-29,***,Leucine
ApoB/ApoA1,"35.426 [29.614,41.238]",1.939e-27,***,Apolipoprotein B to Apolipoprotein A1 ratio
S-HDL-TG%,"34.865 [28.976,40.753]",1.086e-25,***,Triglycerides to Total-Lipids in Small HDL percentage
M-HDL-PL%,"34.742 [28.611,40.873]",3.154e-23,***,Phospholipids to Total-Lipids in Medium HDL percentage
Total-BCAA,"33.153 [27.343,38.963]",1.327e-23,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-VLDL-TG%,"32.148 [26.212,38.085]",6.778e-21,***,Triglycerides to Total-Lipids in Medium VLDL percentage
Val,"32.028 [26.128,37.928]",5.119e-21,***,Valine
XL-VLDL-TG,"30.170 [24.211,36.129]",8.430e-18,***,Triglycerides in Very Large VLDL
XL-VLDL-L,"29.709 [23.774,35.644]",2.531e-17,***,Total-Lipids in Very Large VLDL
L-VLDL-TG,"29.642 [23.772,35.513]",1.097e-17,***,Triglycerides in Large VLDL
L-VLDL-FC,"29.456 [23.574,35.338]",2.452e-17,***,Free Cholesterol in Large VLDL
L-VLDL-PL,"29.437 [23.536,35.337]",3.546e-17,***,Phospholipids in Large VLDL
XL-VLDL-P,"29.331 [23.385,35.276]",1.023e-16,***,Concentration of Very Large VLDL Particles
L-VLDL-L,"29.239 [23.376,35.103]",3.685e-17,***,Total-Lipids in Large VLDL
L-VLDL-P,"28.460 [22.567,34.354]",7.279e-16,***,Concentration of Large VLDL Particles
XL-VLDL-PL,"28.376 [22.437,34.315]",1.888e-15,***,Phospholipids in Very Large VLDL
M-HDL-TG%,"28.297 [22.448,34.146]",6.202e-16,***,Triglycerides to Total-Lipids in Medium HDL percentage
XS-VLDL-TG%,"27.356 [21.390,33.322]",6.228e-14,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
VLDL-TG,"26.783 [20.873,32.693]",1.598e-13,***,Triglycerides in VLDL
XL-VLDL-FC,"26.723 [20.798,32.649]",2.344e-13,***,Free Cholesterol in Very Large VLDL
XXL-VLDL-TG,"26.618 [20.636,32.601]",6.745e-13,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-L,"26.604 [20.632,32.577]",6.134e-13,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
L-VLDL-PL%,"26.509 [20.843,32.175]",1.168e-14,***,Phospholipids to Total-Lipids in Large VLDL percentage
