Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"0.287 [0.255,0.319]",4.394e-64,***,Creatinine
XL-HDL-FC,"0.225 [0.196,0.255]",1.386e-44,***,Free Cholesterol in Very Large HDL
Gly,"0.206 [0.177,0.235]",1.410e-38,***,Glycine
L-LDL-FC%,"0.204 [0.176,0.233]",8.720e-39,***,Free Cholesterol to Total-Lipids in Large LDL percentage
S-LDL-PL%,"0.178 [0.151,0.205]",6.192e-32,***,Phospholipids to Total-Lipids in Small LDL percentage
PUFA/MUFA,"0.173 [0.143,0.202]",2.742e-25,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
IDL-FC%,"0.166 [0.139,0.194]",1.859e-27,***,Free Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-C%,"0.166 [0.137,0.195]",3.118e-24,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
S-VLDL-CE%,"0.166 [0.139,0.193]",2.643e-27,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XS-VLDL-CE%,"0.162 [0.133,0.191]",1.738e-22,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XL-VLDL-FC%,"0.162 [0.133,0.190]",1.735e-23,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
XS-VLDL-FC%,"0.153 [0.126,0.180]",1.028e-22,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-LDL-PL%,"0.148 [0.121,0.176]",2.509e-21,***,Phospholipids to Total-Lipids in Large LDL percentage
Acetate,"0.147 [0.120,0.174]",4.689e-21,***,Acetate
XL-HDL-PL,"0.147 [0.116,0.178]",5.799e-15,***,Phospholipids in Very Large HDL
Gln,"0.142 [0.115,0.170]",5.960e-19,***,Glutamine
S-VLDL-C%,"0.139 [0.112,0.167]",1.692e-17,***,Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-C%,"0.137 [0.108,0.166]",3.397e-15,***,Cholesterol to Total-Lipids in Medium VLDL percentage
