Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"0.464 [0.458,0.470]",0.000e+00,***,Creatinine
Val,"0.415 [0.409,0.420]",0.000e+00,***,Valine
Total-BCAA,"0.386 [0.381,0.391]",0.000e+00,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,"0.339 [0.334,0.344]",0.000e+00,***,Leucine
Ile,"0.309 [0.304,0.314]",0.000e+00,***,Isoleucine
Phe,"0.296 [0.290,0.301]",0.000e+00,***,Phenylalanine
Tyr,"0.242 [0.236,0.247]",0.000e+00,***,Tyrosine
Omega-3,"0.122 [0.117,0.128]",0.000e+00,***,Omega-3 Fatty Acids
His,"0.116 [0.110,0.121]",0.000e+00,***,Histidine
Omega-3%,"0.112 [0.106,0.117]",0.000e+00,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA,"0.095 [0.090,0.101]",2.370e-233,***,Docosahexaenoic Acid
M-HDL-TG,"0.084 [0.079,0.090]",3.882e-196,***,Triglycerides in Medium HDL
Acetone,"0.082 [0.077,0.088]",6.797e-188,***,Acetone
PUFA,"0.081 [0.075,0.086]",5.122e-177,***,Polyunsaturated Fatty Acids
Unsaturation,"0.080 [0.075,0.086]",4.653e-161,***,Degree of Unsaturation
S-HDL-PL%,"0.080 [0.074,0.085]",5.697e-169,***,Phospholipids to Total-Lipids in Small HDL percentage
Acetoacetate,"0.078 [0.073,0.083]",7.037e-170,***,Acetoacetate
HDL-TG,"0.077 [0.071,0.082]",1.838e-162,***,Triglycerides in HDL
XS-VLDL-TG,"0.077 [0.071,0.082]",1.461e-159,***,Triglycerides in Very Small VLDL
PC,"0.076 [0.071,0.082]",4.085e-144,***,Phosphatidylcholines
L-HDL-PL%,"0.075 [0.069,0.081]",4.118e-135,***,Phospholipids to Total-Lipids in Large HDL percentage
IDL-TG,"0.075 [0.070,0.081]",1.990e-153,***,Triglycerides in IDL
