Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,"0.034 [0.031,0.036]",4.886e-166,***,Glycoprotein Acetyls
XL-HDL-C%,"0.032 [0.029,0.034]",4.206e-146,***,Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-FC%,"0.030 [0.027,0.032]",2.043e-102,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XS-VLDL-FC%,"0.027 [0.025,0.030]",7.429e-120,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
S-LDL-C%,"0.026 [0.024,0.028]",9.152e-107,***,Cholesterol to Total-Lipids in Small LDL percentage
ApoB/ApoA1,"0.026 [0.023,0.028]",2.514e-102,***,Apolipoprotein B to Apolipoprotein A1 ratio
M-LDL-FC,"0.023 [0.021,0.025]",6.689e-86,***,Free Cholesterol in Medium LDL
L-VLDL-FC%,"0.023 [0.021,0.025]",3.109e-84,***,Free Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-C,"0.023 [0.021,0.025]",2.646e-85,***,Cholesterol in Medium LDL
S-VLDL-CE,"0.023 [0.020,0.025]",1.450e-82,***,Cholesteryl Esters in Small VLDL
S-VLDL-C,"0.023 [0.020,0.025]",6.042e-82,***,Cholesterol in Small VLDL
S-VLDL-CE%,"0.023 [0.020,0.025]",2.447e-80,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
M-LDL-L,"0.022 [0.020,0.025]",2.952e-81,***,Total-Lipids in Medium LDL
IDL-FC%,"0.022 [0.020,0.025]",2.839e-79,***,Free Cholesterol to Total-Lipids in IDL percentage
S-LDL-FC,"0.022 [0.020,0.025]",2.887e-81,***,Free Cholesterol in Small LDL
M-LDL-CE,"0.022 [0.020,0.025]",2.090e-80,***,Cholesteryl Esters in Medium LDL
Lactate,"0.022 [0.020,0.024]",2.767e-76,***,Lactate
M-LDL-PL,"0.022 [0.020,0.024]",1.898e-79,***,Phospholipids in Medium LDL
M-LDL-P,"0.022 [0.020,0.024]",3.024e-79,***,Concentration of Medium LDL Particles
Clinical LDL-C,"0.022 [0.020,0.024]",3.738e-77,***,Clinical LDL Cholesterol
M-VLDL-CE,"0.022 [0.020,0.024]",5.558e-76,***,Cholesteryl Esters in Medium VLDL
S-VLDL-FC,"0.022 [0.020,0.024]",1.680e-76,***,Free Cholesterol in Small VLDL
M-VLDL-C,"0.022 [0.019,0.024]",1.252e-75,***,Cholesterol in Medium VLDL
S-LDL-C,"0.022 [0.019,0.024]",1.525e-75,***,Cholesterol in Small LDL
S-HDL-CE%,"0.022 [0.019,0.024]",4.555e-72,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
M-LDL-C%,"0.021 [0.019,0.024]",5.741e-70,***,Cholesterol to Total-Lipids in Medium LDL percentage
S-VLDL-C%,"0.021 [0.019,0.024]",9.287e-69,***,Cholesterol to Total-Lipids in Small VLDL percentage
LDL-PL,"0.021 [0.019,0.023]",2.815e-72,***,Phospholipids in LDL
L-LDL-PL,"0.021 [0.018,0.023]",1.246e-67,***,Phospholipids in Large LDL
S-LDL-CE,"0.021 [0.018,0.023]",1.328e-67,***,Cholesteryl Esters in Small LDL
LDL-FC,"0.020 [0.018,0.023]",6.094e-66,***,Free Cholesterol in LDL
XL-HDL-CE%,"0.020 [0.018,0.022]",4.563e-64,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
S-LDL-L,"0.020 [0.018,0.022]",1.792e-65,***,Total-Lipids in Small LDL
S-HDL-C%,"0.020 [0.018,0.022]",1.125e-62,***,Cholesterol to Total-Lipids in Small HDL percentage
M-VLDL-FC,"0.020 [0.018,0.022]",1.170e-64,***,Free Cholesterol in Medium VLDL
LDL-C,"0.020 [0.018,0.022]",1.446e-63,***,LDL Cholesterol
LDL-L,"0.020 [0.018,0.022]",2.041e-63,***,Total-Lipids in LDL
S-LDL-P,"0.020 [0.018,0.022]",2.447e-63,***,Concentration of Small LDL Particles
ApoB,"0.020 [0.018,0.022]",4.426e-63,***,Apolipoprotein B
S-VLDL-PL,"0.020 [0.018,0.022]",7.313e-62,***,Phospholipids in Small VLDL
LDL-P,"0.020 [0.017,0.022]",9.106e-62,***,Concentration of LDL Particles
