Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.15 [1.13-1.17],4.104e-49,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-PL%,1.14 [1.12-1.16],3.040e-45,***,Phospholipids to Total-Lipids in Small LDL percentage
IDL-PL%,1.14 [1.12-1.16],1.875e-46,***,Phospholipids to Total-Lipids in IDL percentage
L-LDL-TG%,1.14 [1.12-1.16],2.733e-44,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.13 [1.11-1.15],4.309e-42,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,1.11 [1.09-1.13],1.157e-29,***,Triglycerides to Total-Lipids in IDL percentage
XL-HDL-PL%,1.09 [1.07-1.11],6.520e-16,***,Phospholipids to Total-Lipids in Very Large HDL percentage
S-HDL-PL%,1.07 [1.05-1.09],7.809e-10,***,Phospholipids to Total-Lipids in Small HDL percentage
XL-HDL-PL,1.06 [1.04-1.09],5.903e-06,***,Phospholipids in Very Large HDL
HDL-size,1.06 [1.04-1.09],1.638e-05,***,Average Diameter for HDL Particles
M-LDL-PL%,1.06 [1.04-1.08],5.886e-07,***,Phospholipids to Total-Lipids in Medium LDL percentage
XL-HDL-FC,1.06 [1.04-1.08],1.206e-04,***,Free Cholesterol in Very Large HDL
M-HDL-PL%,1.05 [1.04-1.07],8.615e-05,***,Phospholipids to Total-Lipids in Medium HDL percentage
XS-VLDL-TG%,1.05 [1.03-1.07],6.833e-05,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
Omega-6/Omega-3,1.05 [1.03-1.07],6.449e-05,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
S-LDL-TG%,1.05 [1.03-1.07],3.381e-04,***,Triglycerides to Total-Lipids in Small LDL percentage
XL-HDL-L,1.05 [1.03-1.07],0.026,*,Total-Lipids in Very Large HDL
S-VLDL-TG%,1.05 [1.03-1.07],0.003,**,Triglycerides to Total-Lipids in Small VLDL percentage
XXL-VLDL-PL%,1.04 [1.03-1.06],0.021,*,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
HDL-TG,0.96 [0.94-0.98],0.020,*,Triglycerides in HDL
M-VLDL-PL%,0.96 [0.94-0.97],0.005,**,Phospholipids to Total-Lipids in Medium VLDL percentage
TG/PG,0.96 [0.94-0.97],0.025,*,Triglycerides to Phosphoglycerides ratio
M-HDL-TG,0.96 [0.94-0.97],0.005,**,Triglycerides in Medium HDL
L-LDL-FC%,0.96 [0.94-0.97],0.002,**,Free Cholesterol to Total-Lipids in Large LDL percentage
Unsaturation,0.95 [0.94-0.97],0.001,**,Degree of Unsaturation
LDL-TG,0.95 [0.93-0.97],2.339e-04,***,Triglycerides in LDL
Omega-3%,0.95 [0.93-0.97],1.585e-04,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-PL,0.95 [0.93-0.96],1.209e-05,***,Phospholipids in Very Small VLDL
S-HDL-CE%,0.95 [0.93-0.96],6.474e-06,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
