Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.645 [0.591 - 0.684],0.597 [0.595 - 0.599],0.601 [0.536 - 0.667],0.597 [0.595 - 0.599],0.001 [0.001 - 0.001],0.198 [0.134 - 0.263],0.002 [0.002 - 0.002]
Demographic,0.580 [0.534 - 0.621],0.574 [0.572 - 0.576],0.587 [0.513 - 0.651],0.574 [0.572 - 0.576],0.001 [0.001 - 0.001],0.161 [0.086 - 0.224],0.002 [0.001 - 0.002]
Metabolite+Demographic,0.661 [0.608 - 0.707],0.595 [0.594 - 0.598],0.609 [0.523 - 0.680],0.595 [0.594 - 0.597],0.001 [0.001 - 0.001],0.204 [0.118 - 0.276],0.002 [0.002 - 0.002]
