Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.521 [0.489 - 0.554],0.526 [0.524 - 0.528],0.526 [0.473 - 0.573],0.526 [0.524 - 0.528],0.002 [0.002 - 0.003],0.051 [-0.001 - 0.099],0.005 [0.004 - 0.005]
Demographic,0.627 [0.605 - 0.651],0.579 [0.577 - 0.581],0.577 [0.538 - 0.616],0.579 [0.577 - 0.581],0.003 [0.003 - 0.003],0.156 [0.116 - 0.196],0.006 [0.005 - 0.007]
Metabolite+Demographic,0.619 [0.597 - 0.645],0.582 [0.580 - 0.584],0.580 [0.537 - 0.629],0.582 [0.580 - 0.584],0.003 [0.003 - 0.003],0.161 [0.119 - 0.212],0.006 [0.005 - 0.007]
