Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.590 [0.557 - 0.618],0.554 [0.552 - 0.556],0.561 [0.498 - 0.606],0.554 [0.552 - 0.556],0.002 [0.001 - 0.002],0.115 [0.051 - 0.159],0.003 [0.003 - 0.004]
Demographic,0.763 [0.736 - 0.798],0.699 [0.697 - 0.701],0.697 [0.649 - 0.757],0.699 [0.697 - 0.701],0.003 [0.003 - 0.003],0.396 [0.348 - 0.457],0.006 [0.005 - 0.007]
Metabolite+Demographic,0.758 [0.732 - 0.790],0.686 [0.684 - 0.688],0.683 [0.628 - 0.736],0.686 [0.684 - 0.688],0.003 [0.003 - 0.003],0.370 [0.313 - 0.423],0.006 [0.005 - 0.007]
