Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.717 [0.707 - 0.729],0.657 [0.655 - 0.659],0.657 [0.633 - 0.683],0.657 [0.655 - 0.659],0.017 [0.016 - 0.018],0.314 [0.290 - 0.339],0.033 [0.032 - 0.035]
Demographic,0.768 [0.760 - 0.778],0.693 [0.691 - 0.695],0.693 [0.672 - 0.713],0.693 [0.691 - 0.695],0.020 [0.019 - 0.022],0.387 [0.366 - 0.407],0.039 [0.037 - 0.042]
Metabolite+Demographic,0.816 [0.809 - 0.824],0.748 [0.745 - 0.749],0.746 [0.728 - 0.766],0.748 [0.745 - 0.749],0.026 [0.025 - 0.028],0.493 [0.475 - 0.514],0.051 [0.048 - 0.054]
