Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.601 [0.582 - 0.626],0.581 [0.578 - 0.583],0.579 [0.551 - 0.620],0.581 [0.578 - 0.583],0.005 [0.005 - 0.006],0.159 [0.130 - 0.199],0.010 [0.009 - 0.011]
Demographic,0.660 [0.639 - 0.681],0.630 [0.629 - 0.633],0.627 [0.596 - 0.664],0.630 [0.629 - 0.633],0.006 [0.006 - 0.007],0.257 [0.226 - 0.294],0.012 [0.011 - 0.013]
Metabolite+Demographic,0.662 [0.645 - 0.684],0.631 [0.629 - 0.633],0.627 [0.596 - 0.662],0.631 [0.629 - 0.633],0.006 [0.006 - 0.007],0.259 [0.227 - 0.292],0.012 [0.011 - 0.014]
