Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.596 [0.572 - 0.614],0.572 [0.569 - 0.574],0.572 [0.533 - 0.603],0.572 [0.569 - 0.574],0.004 [0.004 - 0.005],0.144 [0.104 - 0.176],0.009 [0.008 - 0.009]
Demographic,0.646 [0.625 - 0.662],0.607 [0.605 - 0.609],0.607 [0.575 - 0.640],0.607 [0.605 - 0.609],0.005 [0.004 - 0.006],0.214 [0.180 - 0.247],0.010 [0.009 - 0.011]
Metabolite+Demographic,0.657 [0.637 - 0.674],0.614 [0.612 - 0.616],0.617 [0.582 - 0.648],0.614 [0.612 - 0.616],0.005 [0.005 - 0.006],0.232 [0.197 - 0.262],0.010 [0.009 - 0.011]
