Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.575 [0.568 - 0.580],0.552 [0.550 - 0.554],0.553 [0.541 - 0.565],0.552 [0.550 - 0.554],0.033 [0.032 - 0.034],0.106 [0.093 - 0.118],0.062 [0.060 - 0.064]
Demographic,0.628 [0.622 - 0.633],0.592 [0.590 - 0.594],0.591 [0.580 - 0.601],0.592 [0.590 - 0.594],0.038 [0.037 - 0.040],0.183 [0.172 - 0.194],0.072 [0.070 - 0.074]
Metabolite+Demographic,0.630 [0.624 - 0.635],0.591 [0.589 - 0.593],0.591 [0.580 - 0.600],0.591 [0.589 - 0.593],0.038 [0.037 - 0.039],0.182 [0.169 - 0.191],0.071 [0.070 - 0.074]
