Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.522 [0.496 - 0.559],0.540 [0.538 - 0.542],0.537 [0.486 - 0.597],0.540 [0.538 - 0.542],0.002 [0.001 - 0.002],0.077 [0.026 - 0.136],0.003 [0.003 - 0.004]
Demographic,0.629 [0.593 - 0.662],0.591 [0.589 - 0.593],0.592 [0.526 - 0.644],0.591 [0.589 - 0.593],0.002 [0.002 - 0.002],0.182 [0.117 - 0.236],0.004 [0.004 - 0.005]
Metabolite+Demographic,0.621 [0.591 - 0.652],0.595 [0.593 - 0.596],0.597 [0.543 - 0.654],0.595 [0.593 - 0.596],0.002 [0.002 - 0.003],0.192 [0.137 - 0.248],0.004 [0.004 - 0.005]
