Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.691 [0.671 - 0.711],0.644 [0.641 - 0.645],0.643 [0.593 - 0.679],0.644 [0.641 - 0.645],0.003 [0.003 - 0.004],0.286 [0.237 - 0.322],0.007 [0.006 - 0.007]
Demographic,0.639 [0.613 - 0.668],0.605 [0.603 - 0.607],0.607 [0.559 - 0.651],0.605 [0.602 - 0.607],0.003 [0.002 - 0.003],0.211 [0.163 - 0.255],0.006 [0.005 - 0.006]
Metabolite+Demographic,0.712 [0.684 - 0.730],0.652 [0.650 - 0.653],0.651 [0.594 - 0.688],0.652 [0.650 - 0.654],0.003 [0.003 - 0.004],0.302 [0.246 - 0.341],0.007 [0.006 - 0.008]
