Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.605 [0.589 - 0.620],0.585 [0.583 - 0.587],0.584 [0.553 - 0.614],0.585 [0.583 - 0.587],0.007 [0.007 - 0.008],0.168 [0.136 - 0.197],0.014 [0.013 - 0.015]
Demographic,0.666 [0.647 - 0.681],0.622 [0.620 - 0.624],0.623 [0.590 - 0.646],0.622 [0.620 - 0.624],0.008 [0.008 - 0.009],0.244 [0.213 - 0.267],0.017 [0.015 - 0.018]
Metabolite+Demographic,0.674 [0.658 - 0.692],0.634 [0.631 - 0.636],0.633 [0.606 - 0.665],0.634 [0.631 - 0.636],0.009 [0.008 - 0.009],0.267 [0.238 - 0.299],0.017 [0.016 - 0.019]
