Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.567 [0.549 - 0.593],0.558 [0.556 - 0.560],0.557 [0.519 - 0.596],0.558 [0.556 - 0.560],0.004 [0.003 - 0.004],0.115 [0.077 - 0.155],0.007 [0.007 - 0.008]
Demographic,0.656 [0.632 - 0.675],0.617 [0.616 - 0.620],0.620 [0.583 - 0.650],0.617 [0.616 - 0.620],0.005 [0.004 - 0.005],0.238 [0.199 - 0.268],0.009 [0.008 - 0.010]
Metabolite+Demographic,0.660 [0.639 - 0.681],0.623 [0.620 - 0.624],0.623 [0.589 - 0.659],0.623 [0.620 - 0.624],0.005 [0.004 - 0.005],0.246 [0.212 - 0.283],0.010 [0.009 - 0.010]
