Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,"3.404 [2.705,4.103]",2.991e-16,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,"3.213 [2.517,3.908]",3.295e-14,***,Phospholipids to Total-Lipids in IDL percentage
S-LDL-PL%,"2.433 [1.714,3.153]",7.693e-06,***,Phospholipids to Total-Lipids in Small LDL percentage
Omega-6%,"1.604 [0.935,2.273]",0.593,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
L-HDL-PL%,"0.378 [-0.301,1.056]",1.000,,Phospholipids to Total-Lipids in Large HDL percentage
M-LDL-TG,"-1.844 [-2.517,-1.171]",0.018,*,Triglycerides in Medium LDL
XL-VLDL-TG,"-1.857 [-2.555,-1.158]",0.044,*,Triglycerides in Very Large VLDL
IDL-TG,"-1.870 [-2.569,-1.172]",0.035,*,Triglycerides in IDL
Leu,"-1.891 [-2.605,-1.176]",0.049,*,Leucine
XL-VLDL-P,"-1.918 [-2.620,-1.215]",0.020,*,Concentration of Very Large VLDL Particles
XL-VLDL-PL,"-1.923 [-2.629,-1.218]",0.021,*,Phospholipids in Very Large VLDL
XL-VLDL-FC,"-1.952 [-2.658,-1.247]",0.013,*,Free Cholesterol in Very Large VLDL
L-VLDL-P,"-1.973 [-2.676,-1.271]",0.008,**,Concentration of Large VLDL Particles
LDL-TG,"-1.975 [-2.655,-1.295]",0.003,**,Triglycerides in LDL
XL-VLDL-L,"-1.995 [-2.704,-1.287]",0.008,**,Total-Lipids in Very Large VLDL
L-VLDL-TG,"-1.998 [-2.696,-1.300]",0.005,**,Triglycerides in Large VLDL
S-VLDL-P,"-2.004 [-2.712,-1.297]",0.007,**,Concentration of Small VLDL Particles
L-VLDL-PL,"-2.008 [-2.723,-1.293]",0.009,**,Phospholipids in Large VLDL
VLDL-TG,"-2.010 [-2.718,-1.302]",0.006,**,Triglycerides in VLDL
L-LDL-TG,"-2.031 [-2.719,-1.344]",0.002,**,Triglycerides in Large LDL
L-HDL-TG,"-2.052 [-2.812,-1.292]",0.027,*,Triglycerides in Large HDL
L-VLDL-FC,"-2.061 [-2.777,-1.345]",0.004,**,Free Cholesterol in Large VLDL
Total-TG,"-2.081 [-2.782,-1.381]",0.001,**,Total-Triglycerides
XS-VLDL-PL,"-2.112 [-2.837,-1.387]",0.003,**,Phospholipids in Very Small VLDL
