Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Albumin,"0.763 [0.736,0.789]",0.000e+00,***,Albumin
GlycA,"0.654 [0.626,0.681]",0.000e+00,***,Glycoprotein Acetyls
XXL-VLDL-CE%,"0.645 [0.616,0.673]",0.000e+00,***,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-FC%,"0.639 [0.610,0.669]",0.000e+00,***,Free Cholesterol to Total-Lipids in Large VLDL percentage
S-LDL-C%,"0.622 [0.596,0.649]",0.000e+00,***,Cholesterol to Total-Lipids in Small LDL percentage
S-LDL-CE%,"0.621 [0.594,0.648]",0.000e+00,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XXL-VLDL-C%,"0.541 [0.513,0.569]",3.443e-303,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
3-Hydroxybutyrate,"0.482 [0.453,0.511]",1.455e-229,***,3-Hydroxybutyrate
S-VLDL-CE,"0.467 [0.439,0.494]",4.207e-236,***,Cholesteryl Esters in Small VLDL
L-VLDL-C%,"0.466 [0.437,0.494]",2.288e-224,***,Cholesterol to Total-Lipids in Large VLDL percentage
S-HDL-P,"0.458 [0.431,0.485]",7.049e-236,***,Concentration of Small HDL Particles
XXL-VLDL-PL%,"0.449 [0.418,0.481]",7.810e-170,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-CE,"0.443 [0.416,0.470]",6.194e-221,***,Cholesteryl Esters in Small HDL
S-HDL-C,"0.441 [0.415,0.468]",2.675e-221,***,Cholesterol in Small HDL
SM,"0.441 [0.413,0.469]",1.089e-200,***,Sphingomyelins
S-VLDL-C,"0.440 [0.413,0.468]",2.275e-213,***,Cholesterol in Small VLDL
S-HDL-L,"0.422 [0.395,0.449]",1.933e-201,***,Total-Lipids in Small HDL
VLDL-CE,"0.394 [0.367,0.421]",1.225e-173,***,Cholesteryl Esters in VLDL
S-HDL-FC,"0.392 [0.365,0.419]",7.668e-172,***,Free Cholesterol in Small HDL
S-VLDL-FC,"0.392 [0.365,0.419]",1.569e-171,***,Free Cholesterol in Small VLDL
L-VLDL-PL%,"0.391 [0.357,0.424]",5.827e-109,***,Phospholipids to Total-Lipids in Large VLDL percentage
XL-VLDL-CE%,"0.390 [0.361,0.419]",2.662e-148,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
XS-VLDL-FC,"0.389 [0.361,0.417]",2.467e-158,***,Free Cholesterol in Very Small VLDL
S-HDL-PL,"0.386 [0.359,0.413]",8.378e-167,***,Phospholipids in Small HDL
L-VLDL-CE%,"0.385 [0.357,0.413]",2.330e-151,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
M-VLDL-CE,"0.381 [0.354,0.408]",8.772e-161,***,Cholesteryl Esters in Medium VLDL
S-VLDL-PL,"0.378 [0.351,0.405]",1.255e-158,***,Phospholipids in Small VLDL
XL-VLDL-C%,"0.371 [0.342,0.401]",2.460e-129,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
XS-VLDL-P,"0.370 [0.342,0.397]",8.362e-144,***,Concentration of Very Small VLDL Particles
S-VLDL-CE%,"0.369 [0.343,0.395]",4.963e-159,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XS-VLDL-PL,"0.363 [0.336,0.391]",3.130e-140,***,Phospholipids in Very Small VLDL
L-LDL-PL,"0.361 [0.334,0.388]",1.159e-148,***,Phospholipids in Large LDL
M-VLDL-C,"0.361 [0.334,0.388]",1.061e-145,***,Cholesterol in Medium VLDL
DHA,"0.353 [0.325,0.380]",1.612e-130,***,Docosahexaenoic Acid
XL-VLDL-CE,"0.351 [0.323,0.378]",2.125e-132,***,Cholesteryl Esters in Very Large VLDL
Total-P,"0.350 [0.321,0.378]",9.555e-121,***,Total-Concentration of Lipoprotein Particles
XS-VLDL-L,"0.349 [0.322,0.377]",8.019e-130,***,Total-Lipids in Very Small VLDL
VLDL-C,"0.349 [0.322,0.376]",2.548e-136,***,VLDL Cholesterol
IDL-FC,"0.346 [0.319,0.374]",3.303e-129,***,Free Cholesterol in IDL
M-LDL-PL,"0.343 [0.316,0.370]",1.622e-134,***,Phospholipids in Medium LDL
S-VLDL-L,"0.338 [0.311,0.365]",8.981e-126,***,Total-Lipids in Small VLDL
Lactate,"0.336 [0.308,0.363]",4.027e-123,***,Lactate
M-LDL-L,"0.335 [0.309,0.362]",6.126e-131,***,Total-Lipids in Medium LDL
M-LDL-C,"0.330 [0.304,0.357]",6.732e-127,***,Cholesterol in Medium LDL
XS-VLDL-C,"0.328 [0.300,0.356]",1.680e-109,***,Cholesterol in Very Small VLDL
M-LDL-CE,"0.328 [0.301,0.354]",7.518e-125,***,Cholesteryl Esters in Medium LDL
S-VLDL-P,"0.326 [0.299,0.353]",1.152e-117,***,Concentration of Small VLDL Particles
LDL-PL,"0.323 [0.296,0.350]",5.069e-120,***,Phospholipids in LDL
M-LDL-FC,"0.323 [0.296,0.349]",2.070e-119,***,Free Cholesterol in Medium LDL
Unsaturation,"0.322 [0.295,0.349]",6.127e-116,***,Degree of Unsaturation
Remnant-C,"0.320 [0.294,0.347]",1.452e-118,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
IDL-PL,"0.319 [0.291,0.346]",7.008e-107,***,Phospholipids in IDL
M-VLDL-FC,"0.317 [0.290,0.344]",1.652e-111,***,Free Cholesterol in Medium VLDL
L-LDL-L,"0.317 [0.290,0.343]",2.341e-117,***,Total-Lipids in Large LDL
S-LDL-CE,"0.317 [0.290,0.343]",1.369e-116,***,Cholesteryl Esters in Small LDL
Clinical LDL-C,"0.314 [0.288,0.341]",5.362e-117,***,Clinical LDL Cholesterol
Omega-3,"0.314 [0.287,0.342]",1.534e-104,***,Omega-3 Fatty Acids
M-LDL-P,"0.314 [0.287,0.340]",1.985e-113,***,Concentration of Medium LDL Particles
HDL-P,"0.313 [0.285,0.342]",2.283e-94,***,Concentration of HDL Particles
PUFA,"0.313 [0.286,0.339]",1.661e-112,***,Polyunsaturated Fatty Acids
Total-CE,"0.312 [0.286,0.339]",4.164e-112,***,Total-Esterified Cholesterol
Non-HDL-C,"0.312 [0.286,0.339]",2.984e-115,***,Total-Cholesterol Minus HDL-C
LDL-L,"0.312 [0.286,0.338]",4.021e-115,***,Total-Lipids in LDL
ApoB,"0.310 [0.283,0.337]",7.782e-110,***,Apolipoprotein B
LDL-P,"0.310 [0.283,0.337]",1.266e-108,***,Concentration of LDL Particles
Total-FC,"0.310 [0.283,0.336]",1.846e-109,***,Total-Free Cholesterol
Total-C,"0.309 [0.283,0.336]",4.486e-111,***,Total-Cholesterol
L-LDL-TG,"0.308 [0.282,0.334]",8.156e-111,***,Triglycerides in Large LDL
VLDL-P,"0.306 [0.279,0.333]",7.865e-104,***,Concentration of VLDL Particles
LDL-CE,"0.306 [0.280,0.332]",7.518e-110,***,Cholesteryl Esters in LDL
L-LDL-P,"0.305 [0.278,0.332]",3.736e-104,***,Concentration of Large LDL Particles
LDL-C,"0.303 [0.276,0.329]",6.204e-108,***,LDL Cholesterol
IDL-P,"0.302 [0.275,0.330]",1.952e-96,***,Concentration of IDL Particles
L-LDL-FC,"0.300 [0.273,0.327]",9.029e-101,***,Free Cholesterol in Large LDL
S-LDL-C,"0.300 [0.274,0.327]",1.539e-103,***,Cholesterol in Small LDL
M-VLDL-P,"0.299 [0.272,0.326]",1.371e-99,***,Concentration of Medium VLDL Particles
