Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-P,"0.704 [0.674,0.735]",0.000e+00,***,Concentration of Medium HDL Particles
M-HDL-FC,"0.700 [0.669,0.731]",0.000e+00,***,Free Cholesterol in Medium HDL
M-HDL-CE,"0.693 [0.663,0.723]",0.000e+00,***,Cholesteryl Esters in Medium HDL
M-HDL-C,"0.693 [0.663,0.723]",0.000e+00,***,Cholesterol in Medium HDL
HDL-C,"0.686 [0.654,0.717]",0.000e+00,***,HDL Cholesterol
L-HDL-PL,"0.685 [0.650,0.719]",0.000e+00,***,Phospholipids in Large HDL
HDL-CE,"0.685 [0.653,0.716]",0.000e+00,***,Cholesteryl Esters in HDL
HDL-PL,"0.678 [0.647,0.708]",0.000e+00,***,Phospholipids in HDL
HDL-FC,"0.676 [0.643,0.709]",0.000e+00,***,Free Cholesterol in HDL
HDL-L,"0.673 [0.643,0.704]",0.000e+00,***,Total-Lipids in HDL
ApoA1,"0.658 [0.628,0.688]",0.000e+00,***,Apolipoprotein A1
M-HDL-L,"0.657 [0.628,0.686]",0.000e+00,***,Total-Lipids in Medium HDL
L-HDL-P,"0.652 [0.614,0.689]",4.856e-249,***,Concentration of Large HDL Particles
M-HDL-PL,"0.649 [0.620,0.678]",0.000e+00,***,Phospholipids in Medium HDL
L-HDL-L,"0.642 [0.607,0.676]",2.703e-282,***,Total-Lipids in Large HDL
L-HDL-FC,"0.620 [0.583,0.657]",8.249e-231,***,Free Cholesterol in Large HDL
L-HDL-C,"0.606 [0.570,0.641]",2.486e-233,***,Cholesterol in Large HDL
L-HDL-CE,"0.604 [0.568,0.640]",1.749e-229,***,Cholesteryl Esters in Large HDL
HDL-P,"0.600 [0.570,0.629]",0.000e+00,***,Concentration of HDL Particles
Total-P,"0.543 [0.514,0.572]",1.542e-283,***,Total-Concentration of Lipoprotein Particles
HDL-size,"0.534 [0.499,0.568]",9.779e-197,***,Average Diameter for HDL Particles
S-HDL-PL,"0.470 [0.443,0.498]",5.557e-238,***,Phospholipids in Small HDL
M-HDL-FC%,"0.442 [0.414,0.471]",3.403e-193,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
PC,"0.435 [0.407,0.464]",2.369e-191,***,Phosphatidylcholines
S-HDL-L,"0.423 [0.395,0.450]",2.573e-192,***,Total-Lipids in Small HDL
S-HDL-C,"0.393 [0.366,0.421]",3.982e-166,***,Cholesterol in Small HDL
Phosphoglyc,"0.392 [0.364,0.420]",1.199e-160,***,Phosphoglycerides
S-HDL-PL%,"0.387 [0.359,0.415]",3.252e-158,***,Phospholipids to Total-Lipids in Small HDL percentage
