Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,"0.579 [0.565,0.594]",0.000e+00,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,"0.563 [0.549,0.578]",0.000e+00,***,Triglycerides to Total-Lipids in IDL percentage
M-VLDL-TG%,"0.560 [0.545,0.576]",0.000e+00,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,"0.539 [0.524,0.554]",0.000e+00,***,Triglycerides to Total-Lipids in Small VLDL percentage
L-LDL-TG%,"0.504 [0.490,0.519]",0.000e+00,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,"0.496 [0.482,0.510]",0.000e+00,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,"0.456 [0.442,0.470]",0.000e+00,***,Phospholipids to Total-Lipids in Large HDL percentage
XL-VLDL-TG%,"0.402 [0.385,0.419]",0.000e+00,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
XS-VLDL-PL%,"0.392 [0.377,0.407]",0.000e+00,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,"0.356 [0.341,0.371]",0.000e+00,***,Phospholipids to Total-Lipids in IDL percentage
S-LDL-TG%,"0.351 [0.337,0.366]",0.000e+00,***,Triglycerides to Total-Lipids in Small LDL percentage
L-VLDL-TG%,"0.299 [0.283,0.315]",3.210e-285,***,Triglycerides to Total-Lipids in Large VLDL percentage
XXL-VLDL-PL%,"0.291 [0.274,0.308]",6.510e-231,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-PL%,"0.288 [0.273,0.304]",3.524e-293,***,Phospholipids to Total-Lipids in Small LDL percentage
M-HDL-PL%,"0.205 [0.190,0.220]",7.530e-149,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-HDL-PL%,"0.196 [0.181,0.211]",5.179e-136,***,Phospholipids to Total-Lipids in Small HDL percentage
Omega-3%,"0.193 [0.178,0.208]",6.491e-135,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Glu-lactate,"0.190 [0.176,0.205]",8.876e-142,***,Glucose-lactate
M-LDL-PL%,"0.181 [0.166,0.197]",4.699e-116,***,Phospholipids to Total-Lipids in Medium LDL percentage
DHA%,"0.176 [0.162,0.191]",6.584e-119,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
Glu,"0.166 [0.152,0.180]",1.780e-106,***,Glucose
XL-HDL-FC%,"0.157 [0.141,0.173]",1.950e-75,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
MUFA%,"0.156 [0.141,0.171]",3.995e-86,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
GlycA,"0.141 [0.126,0.157]",3.209e-68,***,Glycoprotein Acetyls
Sc-ala,"0.127 [0.112,0.142]",1.103e-56,***,Spectrometer-corrected alanine
XL-HDL-TG%,"0.111 [0.095,0.126]",2.993e-40,***,Triglycerides to Total-Lipids in Very Large HDL percentage
