Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Glu-lactate,"0.548 [0.545,0.551]",0.000e+00,***,Glucose-lactate
Glu,"0.510 [0.507,0.514]",0.000e+00,***,Glucose
Sc-ala,"0.087 [0.082,0.092]",1.768e-255,***,Spectrometer-corrected alanine
Ala,"0.075 [0.070,0.079]",1.254e-188,***,Alanine
L-HDL-PL%,"0.067 [0.062,0.072]",6.530e-162,***,Phospholipids to Total-Lipids in Large HDL percentage
Citrate,"0.059 [0.054,0.064]",7.122e-108,***,Citrate
XS-VLDL-TG%,"0.055 [0.050,0.060]",1.543e-97,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,"0.055 [0.049,0.060]",1.150e-86,***,Triglycerides to Total-Lipids in Medium VLDL percentage
Lactate,"0.049 [0.044,0.054]",5.072e-75,***,Lactate
IDL-TG%,"0.048 [0.044,0.053]",9.671e-80,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,"0.048 [0.043,0.053]",7.742e-81,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,"0.047 [0.043,0.052]",4.631e-76,***,Triglycerides to Total-Lipids in Medium LDL percentage
Pyruvate,"0.046 [0.041,0.050]",8.563e-70,***,Pyruvate
Total-BCAA,"0.045 [0.040,0.050]",8.835e-60,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XL-VLDL-TG%,"0.045 [0.039,0.050]",1.033e-46,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-VLDL-TG%,"0.044 [0.039,0.050]",3.939e-60,***,Triglycerides to Total-Lipids in Small VLDL percentage
Val,"0.044 [0.038,0.049]",2.267e-55,***,Valine
L-VLDL-TG%,"0.043 [0.038,0.048]",1.812e-50,***,Triglycerides to Total-Lipids in Large VLDL percentage
Leu,"0.042 [0.037,0.047]",3.602e-54,***,Leucine
Ile,"0.041 [0.036,0.046]",1.146e-53,***,Isoleucine
M-HDL-PL,"0.037 [0.032,0.042]",1.042e-37,***,Phospholipids in Medium HDL
M-HDL-CE,"0.036 [0.030,0.041]",4.210e-32,***,Cholesteryl Esters in Medium HDL
M-HDL-L,"0.035 [0.029,0.040]",1.964e-32,***,Total-Lipids in Medium HDL
M-HDL-C,"0.034 [0.029,0.040]",8.446e-29,***,Cholesterol in Medium HDL
S-LDL-TG%,"0.034 [0.029,0.039]",1.115e-36,***,Triglycerides to Total-Lipids in Small LDL percentage
M-HDL-P,"0.033 [0.028,0.039]",4.634e-26,***,Concentration of Medium HDL Particles
Phe,"0.033 [0.028,0.038]",1.199e-32,***,Phenylalanine
Tyr,"0.033 [0.027,0.038]",2.693e-29,***,Tyrosine
S-HDL-PL,"0.032 [0.027,0.037]",2.814e-31,***,Phospholipids in Small HDL
S-HDL-PL%,"0.032 [0.027,0.037]",3.549e-30,***,Phospholipids to Total-Lipids in Small HDL percentage
S-HDL-L,"0.028 [0.023,0.033]",4.099e-23,***,Total-Lipids in Small HDL
M-HDL-FC,"0.028 [0.022,0.034]",9.315e-17,***,Free Cholesterol in Medium HDL
HDL-PL,"0.027 [0.021,0.032]",2.984e-16,***,Phospholipids in HDL
ApoA1,"0.025 [0.019,0.030]",3.154e-13,***,Apolipoprotein A1
S-HDL-CE,"0.024 [0.019,0.029]",3.566e-15,***,Cholesteryl Esters in Small HDL
XS-VLDL-PL%,"0.023 [0.018,0.028]",5.136e-14,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
HDL-P,"0.023 [0.017,0.028]",2.951e-11,***,Concentration of HDL Particles
S-HDL-C,"0.022 [0.017,0.027]",1.166e-12,***,Cholesterol in Small HDL
Omega-3%,"0.021 [0.016,0.026]",1.125e-11,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
HDL-L,"0.021 [0.016,0.027]",2.537e-08,***,Total-Lipids in HDL
MUFA%,"0.021 [0.016,0.026]",5.291e-11,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-P,"0.021 [0.016,0.026]",2.063e-10,***,Concentration of Small HDL Particles
M-LDL-PL%,"0.019 [0.014,0.024]",6.657e-08,***,Phospholipids to Total-Lipids in Medium LDL percentage
DHA%,"0.018 [0.014,0.023]",1.953e-08,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
XL-HDL-TG%,"0.017 [0.012,0.022]",4.655e-06,***,Triglycerides to Total-Lipids in Very Large HDL percentage
HDL-CE,"0.017 [0.011,0.023]",0.001,**,Cholesteryl Esters in HDL
SFA%,"0.016 [0.011,0.021]",2.069e-06,***,Saturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-FC,"0.015 [0.010,0.020]",4.727e-04,***,Free Cholesterol in Small HDL
DHA,"0.015 [0.009,0.020]",0.007,**,Docosahexaenoic Acid
Omega-3,"0.014 [0.009,0.019]",0.009,**,Omega-3 Fatty Acids
GlycA,"0.014 [0.009,0.019]",0.011,*,Glycoprotein Acetyls
XL-VLDL-PL,"-0.015 [-0.020,-0.010]",0.002,**,Phospholipids in Very Large VLDL
XL-HDL-TG,"-0.015 [-0.020,-0.010]",2.537e-04,***,Triglycerides in Very Large HDL
L-VLDL-P,"-0.015 [-0.020,-0.011]",2.483e-04,***,Concentration of Large VLDL Particles
M-VLDL-TG,"-0.016 [-0.021,-0.011]",1.591e-04,***,Triglycerides in Medium VLDL
L-VLDL-PL,"-0.016 [-0.021,-0.011]",7.803e-05,***,Phospholipids in Large VLDL
L-VLDL-L,"-0.017 [-0.022,-0.012]",1.084e-05,***,Total-Lipids in Large VLDL
XXL-VLDL-C%,"-0.018 [-0.023,-0.013]",6.828e-06,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-C%,"-0.018 [-0.023,-0.013]",1.335e-07,***,Cholesterol to Total-Lipids in Small HDL percentage
L-LDL-CE%,"-0.018 [-0.023,-0.013]",1.730e-07,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XL-VLDL-FC,"-0.019 [-0.024,-0.014]",2.187e-08,***,Free Cholesterol in Very Large VLDL
LDL-size,"-0.019 [-0.024,-0.014]",3.036e-09,***,Average Diameter for LDL Particles
XL-HDL-PL%,"-0.019 [-0.024,-0.015]",3.517e-11,***,Phospholipids to Total-Lipids in Very Large HDL percentage
Total-PL,"-0.020 [-0.025,-0.015]",2.341e-09,***,Total-Phospholipids in Lipoprotein Particles
S-LDL-FC%,"-0.020 [-0.025,-0.015]",1.471e-11,***,Free Cholesterol to Total-Lipids in Small LDL percentage
L-VLDL-FC,"-0.020 [-0.025,-0.015]",7.976e-10,***,Free Cholesterol in Large VLDL
PUFA/MUFA,"-0.023 [-0.028,-0.018]",1.742e-14,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
S-LDL-CE%,"-0.023 [-0.028,-0.018]",1.998e-14,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
SM,"-0.024 [-0.029,-0.018]",1.945e-13,***,Sphingomyelins
