Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-FC,"122.323 [86.609,158.037]",4.542e-06,***,Free Cholesterol in Very Large HDL
XL-HDL-C,"114.752 [77.113,152.392]",5.380e-04,***,Cholesterol in Very Large HDL
XL-HDL-CE,"108.740 [70.767,146.712]",0.005,**,Cholesteryl Esters in Very Large HDL
L-VLDL-CE%,"108.144 [78.060,138.227]",4.441e-07,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
XL-HDL-P,"105.588 [67.667,143.509]",0.011,*,Concentration of Very Large HDL Particles
XL-HDL-L,"104.310 [67.154,141.466]",0.009,**,Total-Lipids in Very Large HDL
XL-VLDL-FC%,"102.075 [70.459,133.691]",5.865e-05,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
M-VLDL-C%,"99.073 [70.332,127.815]",3.381e-06,***,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,"99.001 [70.007,127.995]",5.228e-06,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,"96.986 [68.707,125.265]",4.275e-06,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
XL-VLDL-C%,"93.435 [62.594,124.277]",6.763e-04,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
L-VLDL-C%,"92.551 [62.722,122.379]",2.801e-04,***,Cholesterol to Total-Lipids in Large VLDL percentage
L-LDL-FC%,"91.761 [62.813,120.708]",1.224e-04,***,Free Cholesterol to Total-Lipids in Large LDL percentage
M-VLDL-PL%,"89.254 [60.094,118.413]",4.647e-04,***,Phospholipids to Total-Lipids in Medium VLDL percentage
XL-VLDL-CE%,"88.256 [57.881,118.631]",0.003,**,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
XS-VLDL-C%,"88.026 [60.011,116.041]",1.729e-04,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
S-VLDL-FC%,"86.790 [57.920,115.660]",8.925e-04,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
S-VLDL-C%,"86.463 [58.161,114.766]",4.991e-04,***,Cholesterol to Total-Lipids in Small VLDL percentage
XS-VLDL-CE%,"84.514 [56.285,112.743]",0.001,**,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XS-VLDL-FC%,"84.417 [58.179,110.656]",6.762e-05,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
S-VLDL-CE%,"80.744 [52.616,108.872]",0.004,**,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
S-VLDL-PL%,"80.513 [51.316,109.710]",0.015,*,Phospholipids to Total-Lipids in Small VLDL percentage
PUFA/MUFA,"76.919 [48.315,105.523]",0.032,*,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-HDL-C%,"75.209 [47.582,102.836]",0.022,*,Cholesterol to Total-Lipids in Large HDL percentage
S-HDL-L,"-80.030 [-108.878,-51.182]",0.013,*,Total-Lipids in Small HDL
S-VLDL-TG%,"-81.109 [-110.345,-51.873]",0.013,*,Triglycerides to Total-Lipids in Small VLDL percentage
S-HDL-PL,"-84.417 [-113.433,-55.401]",0.003,**,Phospholipids in Small HDL
XL-VLDL-TG%,"-86.749 [-118.808,-54.690]",0.026,*,Triglycerides to Total-Lipids in Very Large VLDL percentage
XS-VLDL-TG%,"-93.459 [-122.094,-64.825]",3.746e-05,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,"-97.543 [-127.954,-67.132]",7.658e-05,***,Triglycerides to Total-Lipids in Medium VLDL percentage
L-HDL-PL%,"-113.770 [-141.854,-85.686]",5.029e-10,***,Phospholipids to Total-Lipids in Large HDL percentage
