Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Unsaturation,"0.169 [0.154,0.183]",1.564e-113,***,Degree of Unsaturation
DHA%,"0.154 [0.140,0.167]",8.356e-100,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-3%,"0.153 [0.139,0.168]",1.118e-93,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA,"0.151 [0.136,0.165]",9.336e-85,***,Docosahexaenoic Acid
Omega-3,"0.123 [0.108,0.137]",9.207e-56,***,Omega-3 Fatty Acids
PUFA%,"0.121 [0.107,0.134]",1.344e-62,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,"0.114 [0.100,0.128]",4.440e-51,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-HDL-CE,"0.101 [0.082,0.120]",9.475e-21,***,Cholesteryl Esters in Large HDL
L-HDL-C,"0.098 [0.080,0.117]",1.169e-19,***,Cholesterol in Large HDL
XL-HDL-CE,"0.097 [0.077,0.116]",4.196e-17,***,Cholesteryl Esters in Very Large HDL
L-HDL-P,"0.092 [0.072,0.111]",5.053e-15,***,Concentration of Large HDL Particles
XXL-VLDL-FC%,"0.089 [0.074,0.105]",3.229e-25,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-FC,"0.088 [0.069,0.107]",7.432e-14,***,Free Cholesterol in Large HDL
XL-HDL-C,"0.088 [0.068,0.107]",8.777e-14,***,Cholesterol in Very Large HDL
L-HDL-L,"0.087 [0.069,0.105]",8.514e-16,***,Total-Lipids in Large HDL
HDL-size,"0.083 [0.065,0.101]",1.749e-14,***,Average Diameter for HDL Particles
XL-HDL-L,"0.081 [0.062,0.100]",1.133e-11,***,Total-Lipids in Very Large HDL
XL-HDL-PL,"0.081 [0.062,0.100]",2.188e-11,***,Phospholipids in Very Large HDL
L-HDL-PL,"0.081 [0.063,0.099]",5.288e-13,***,Phospholipids in Large HDL
M-HDL-C%,"0.073 [0.058,0.087]",2.842e-18,***,Cholesterol to Total-Lipids in Medium HDL percentage
HDL-CE,"0.072 [0.056,0.089]",2.473e-12,***,Cholesteryl Esters in HDL
XL-VLDL-C%,"0.072 [0.056,0.088]",2.427e-14,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
XL-VLDL-FC%,"0.071 [0.055,0.087]",2.930e-13,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
XL-HDL-P,"0.070 [0.051,0.090]",2.401e-07,***,Concentration of Very Large HDL Particles
HDL-C,"0.070 [0.053,0.086]",3.633e-11,***,HDL Cholesterol
L-HDL-C%,"0.069 [0.055,0.082]",1.657e-18,***,Cholesterol to Total-Lipids in Large HDL percentage
LA%,"0.068 [0.054,0.082]",8.320e-16,***,Linoleic Acid to Total-Fatty Acids percentage
XL-VLDL-CE%,"0.068 [0.052,0.083]",1.025e-12,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
L-HDL-CE%,"0.067 [0.054,0.080]",5.119e-18,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
Omega-6%,"0.066 [0.053,0.080]",1.816e-16,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-HDL-CE%,"0.064 [0.050,0.077]",2.630e-14,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
L-VLDL-CE%,"0.061 [0.046,0.076]",3.815e-10,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
Acetone,"0.060 [0.047,0.074]",2.149e-12,***,Acetone
XXL-VLDL-C%,"0.060 [0.045,0.075]",8.792e-10,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LDL-size,"0.060 [0.046,0.074]",1.269e-11,***,Average Diameter for LDL Particles
M-HDL-FC%,"0.058 [0.043,0.073]",5.242e-09,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
Albumin,"0.058 [0.043,0.072]",4.837e-10,***,Albumin
HDL-FC,"0.057 [0.040,0.074]",2.111e-05,***,Free Cholesterol in HDL
Acetate,"0.056 [0.042,0.070]",2.465e-10,***,Acetate
PUFA,"0.051 [0.037,0.065]",2.224e-07,***,Polyunsaturated Fatty Acids
L-VLDL-C%,"0.051 [0.036,0.066]",4.436e-06,***,Cholesterol to Total-Lipids in Large VLDL percentage
M-HDL-CE,"0.050 [0.034,0.066]",8.767e-05,***,Cholesteryl Esters in Medium HDL
HDL-L,"0.049 [0.033,0.065]",3.894e-04,***,Total-Lipids in HDL
XL-HDL-FC,"0.049 [0.031,0.067]",0.025,*,Free Cholesterol in Very Large HDL
M-HDL-C,"0.049 [0.033,0.064]",2.302e-04,***,Cholesterol in Medium HDL
Acetoacetate,"0.048 [0.034,0.062]",9.910e-06,***,Acetoacetate
XL-HDL-PL%,"0.046 [0.033,0.059]",1.706e-06,***,Phospholipids to Total-Lipids in Very Large HDL percentage
S-HDL-C%,"0.043 [0.030,0.057]",2.073e-04,***,Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-FC%,"0.043 [0.029,0.057]",1.404e-04,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-C%,"0.042 [0.028,0.056]",5.973e-04,***,Cholesterol to Total-Lipids in Medium VLDL percentage
L-LDL-C%,"0.041 [0.027,0.055]",9.842e-04,***,Cholesterol to Total-Lipids in Large LDL percentage
M-VLDL-CE%,"0.040 [0.026,0.053]",0.001,**,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
S-VLDL-PL%,"0.038 [0.024,0.053]",0.037,*,Phospholipids to Total-Lipids in Small VLDL percentage
S-HDL-CE%,"0.037 [0.023,0.051]",0.044,*,Cholesteryl Esters to Total-Lipids in Small HDL percentage
XL-HDL-CE%,"0.034 [0.022,0.047]",0.019,*,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
