Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-CE,"77.462 [69.025,85.899]",6.626e-67,***,Cholesteryl Esters in Medium HDL
HDL-CE,"77.202 [68.282,86.123]",4.546e-59,***,Cholesteryl Esters in HDL
M-HDL-C,"76.944 [68.497,85.391]",8.406e-66,***,Cholesterol in Medium HDL
HDL-P,"76.939 [68.688,85.189]",3.984e-69,***,Concentration of HDL Particles
M-HDL-P,"76.827 [68.225,85.429]",3.973e-63,***,Concentration of Medium HDL Particles
HDL-C,"76.171 [67.233,85.110]",3.605e-57,***,HDL Cholesterol
ApoA1,"74.859 [66.443,83.276]",1.408e-62,***,Apolipoprotein A1
M-HDL-FC,"74.848 [66.103,83.593]",1.076e-57,***,Free Cholesterol in Medium HDL
Total-P,"74.055 [65.888,82.222]",3.578e-65,***,Total-Concentration of Lipoprotein Particles
HDL-L,"71.034 [62.450,79.619]",1.048e-53,***,Total-Lipids in HDL
M-HDL-L,"70.509 [62.338,78.679]",1.030e-58,***,Total-Lipids in Medium HDL
HDL-FC,"70.239 [60.944,79.534]",3.262e-44,***,Free Cholesterol in HDL
HDL-PL,"68.396 [59.878,76.913]",2.271e-50,***,Phospholipids in HDL
M-HDL-PL,"66.799 [58.648,74.951]",1.315e-52,***,Phospholipids in Medium HDL
S-HDL-CE,"65.837 [58.126,73.547]",2.100e-57,***,Cholesteryl Esters in Small HDL
S-HDL-C,"64.663 [56.989,72.337]",8.154e-56,***,Cholesterol in Small HDL
S-HDL-P,"63.159 [55.439,70.880]",2.062e-52,***,Concentration of Small HDL Particles
S-HDL-PL,"61.701 [53.986,69.416]",6.069e-50,***,Phospholipids in Small HDL
S-HDL-L,"60.833 [53.147,68.520]",7.900e-49,***,Total-Lipids in Small HDL
L-HDL-P,"57.316 [46.885,67.747]",1.143e-21,***,Concentration of Large HDL Particles
L-HDL-PL,"55.672 [45.940,65.404]",8.490e-24,***,Phospholipids in Large HDL
S-HDL-FC,"54.577 [46.863,62.290]",2.520e-38,***,Free Cholesterol in Small HDL
PC,"54.216 [46.261,62.172]",2.729e-35,***,Phosphatidylcholines
L-HDL-CE,"53.984 [43.913,64.056]",1.917e-20,***,Cholesteryl Esters in Large HDL
L-HDL-L,"53.968 [44.295,63.642]",1.868e-22,***,Total-Lipids in Large HDL
Cholines,"53.137 [45.269,61.004]",1.332e-34,***,Total-Cholines
L-HDL-C,"53.045 [43.027,63.062]",7.341e-20,***,Cholesterol in Large HDL
Omega-6/Omega-3,"52.557 [44.996,60.118]",7.252e-37,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
IDL-CE%,"52.322 [44.928,59.715]",2.459e-38,***,Cholesteryl Esters to Total-Lipids in IDL percentage
L-HDL-FC,"50.407 [40.102,60.712]",2.116e-16,***,Free Cholesterol in Large HDL
Phosphoglyc,"50.167 [42.368,57.966]",4.704e-31,***,Phosphoglycerides
S-LDL-C%,"50.154 [42.556,57.752]",6.795e-33,***,Cholesterol to Total-Lipids in Small LDL percentage
M-HDL-FC%,"49.885 [41.845,57.924]",1.211e-28,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
IDL-C%,"46.005 [38.722,53.288]",8.121e-30,***,Cholesterol to Total-Lipids in IDL percentage
Total-PL,"44.872 [37.190,52.554]",5.744e-25,***,Total-Phospholipids in Lipoprotein Particles
SM,"43.191 [35.165,51.217]",1.240e-20,***,Sphingomyelins
XS-VLDL-CE%,"42.989 [35.555,50.423]",2.144e-24,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Total-CE,"42.922 [35.346,50.497]",2.842e-23,***,Total-Esterified Cholesterol
IDL-CE,"41.697 [33.911,49.483]",2.125e-20,***,Cholesteryl Esters in IDL
IDL-C,"39.790 [32.049,47.532]",1.696e-18,***,Cholesterol in IDL
Total-C,"39.731 [32.194,47.267]",1.188e-19,***,Total-Cholesterol
