Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
VLDL-C,"1.901 [-4.262,8.064]",1.000,,VLDL Cholesterol
M-LDL-FC%,"0.850 [-5.069,6.769]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-C,"0.435 [-5.699,6.569]",1.000,,Total-Cholesterol
Total-CE,"0.257 [-5.899,6.413]",1.000,,Total-Esterified Cholesterol
LDL-CE,"0.021 [-6.012,6.053]",1.000,,Cholesteryl Esters in LDL
Omega-6,"-0.279 [-6.342,5.784]",1.000,,Omega-6 Fatty Acids
SFA,"-0.983 [-6.824,4.857]",1.000,,Saturated Fatty Acids
M-LDL-PL%,"-1.113 [-7.186,4.960]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Total-FA,"-1.494 [-7.386,4.398]",1.000,,Total-Fatty Acids
PUFA,"-1.499 [-7.580,4.583]",1.000,,Polyunsaturated Fatty Acids
