Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-PL%,"1.343 [1.321,1.366]",0.000e+00,***,Phospholipids to Total-Lipids in Large HDL percentage
M-HDL-PL%,"1.335 [1.312,1.359]",0.000e+00,***,Phospholipids to Total-Lipids in Medium HDL percentage
XL-HDL-FC%,"1.276 [1.250,1.302]",0.000e+00,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
MUFA%,"1.254 [1.230,1.278]",0.000e+00,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
TG/PG,"1.229 [1.205,1.254]",0.000e+00,***,Triglycerides to Phosphoglycerides ratio
S-HDL-TG%,"1.207 [1.181,1.233]",0.000e+00,***,Triglycerides to Total-Lipids in Small HDL percentage
XL-HDL-TG%,"1.169 [1.145,1.194]",0.000e+00,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-VLDL-PL%,"1.152 [1.121,1.183]",0.000e+00,***,Phospholipids to Total-Lipids in Large VLDL percentage
XL-VLDL-TG%,"1.137 [1.108,1.165]",0.000e+00,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
VLDL-size,"1.104 [1.078,1.130]",0.000e+00,***,Average Diameter for VLDL Particles
M-HDL-TG%,"1.088 [1.063,1.113]",0.000e+00,***,Triglycerides to Total-Lipids in Medium HDL percentage
M-VLDL-TG%,"1.088 [1.062,1.114]",0.000e+00,***,Triglycerides to Total-Lipids in Medium VLDL percentage
L-HDL-TG%,"1.084 [1.061,1.108]",0.000e+00,***,Triglycerides to Total-Lipids in Large HDL percentage
S-HDL-TG,"1.083 [1.057,1.108]",0.000e+00,***,Triglycerides in Small HDL
L-LDL-TG%,"1.053 [1.029,1.076]",0.000e+00,***,Triglycerides to Total-Lipids in Large LDL percentage
XL-VLDL-TG,"1.041 [1.017,1.065]",0.000e+00,***,Triglycerides in Very Large VLDL
IDL-TG%,"1.037 [1.013,1.060]",0.000e+00,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,"1.019 [0.995,1.044]",0.000e+00,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-L,"1.011 [0.987,1.035]",0.000e+00,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XL-VLDL-L,"1.009 [0.984,1.034]",0.000e+00,***,Total-Lipids in Very Large VLDL
XXL-VLDL-TG,"1.003 [0.980,1.027]",0.000e+00,***,Triglycerides in Chylomicrons and Extremely Large VLDL
Val,"0.990 [0.964,1.016]",0.000e+00,***,Valine
XL-VLDL-P,"0.986 [0.961,1.011]",0.000e+00,***,Concentration of Very Large VLDL Particles
XXL-VLDL-PL,"0.986 [0.962,1.010]",0.000e+00,***,Phospholipids in Chylomicrons and Extremely Large VLDL
S-LDL-TG%,"0.984 [0.960,1.008]",0.000e+00,***,Triglycerides to Total-Lipids in Small LDL percentage
VLDL-TG,"0.984 [0.959,1.009]",0.000e+00,***,Triglycerides in VLDL
XXL-VLDL-P,"0.982 [0.958,1.005]",0.000e+00,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
Tyr,"0.969 [0.943,0.995]",0.000e+00,***,Tyrosine
Total-TG,"0.965 [0.940,0.989]",0.000e+00,***,Total-Triglycerides
XL-VLDL-PL,"0.959 [0.935,0.984]",0.000e+00,***,Phospholipids in Very Large VLDL
XXL-VLDL-FC,"0.941 [0.917,0.965]",0.000e+00,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
GlycA,"0.938 [0.913,0.963]",0.000e+00,***,Glycoprotein Acetyls
M-LDL-TG%,"0.934 [0.910,0.959]",0.000e+00,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-VLDL-PL,"0.934 [0.909,0.959]",0.000e+00,***,Phospholipids in Large VLDL
XXL-VLDL-C,"0.927 [0.903,0.952]",0.000e+00,***,Cholesterol in Chylomicrons and Extremely Large VLDL
XS-VLDL-PL%,"0.903 [0.878,0.927]",0.000e+00,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
XL-VLDL-FC,"0.902 [0.877,0.927]",0.000e+00,***,Free Cholesterol in Very Large VLDL
L-VLDL-TG,"0.897 [0.872,0.922]",0.000e+00,***,Triglycerides in Large VLDL
XXL-VLDL-CE,"0.895 [0.870,0.920]",0.000e+00,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
L-VLDL-L,"0.894 [0.869,0.920]",0.000e+00,***,Total-Lipids in Large VLDL
L-VLDL-FC,"0.890 [0.864,0.915]",0.000e+00,***,Free Cholesterol in Large VLDL
L-VLDL-P,"0.885 [0.860,0.910]",0.000e+00,***,Concentration of Large VLDL Particles
Total-BCAA,"0.863 [0.837,0.889]",0.000e+00,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
S-LDL-TG,"0.858 [0.834,0.881]",0.000e+00,***,Triglycerides in Small LDL
S-VLDL-TG%,"0.851 [0.826,0.877]",0.000e+00,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-LDL-TG,"0.842 [0.818,0.866]",0.000e+00,***,Triglycerides in Medium LDL
MUFA,"0.826 [0.802,0.850]",0.000e+00,***,Monounsaturated Fatty Acids
LDL-TG,"0.824 [0.799,0.848]",0.000e+00,***,Triglycerides in LDL
S-VLDL-TG,"0.817 [0.792,0.842]",0.000e+00,***,Triglycerides in Small VLDL
XS-VLDL-TG,"0.801 [0.776,0.826]",0.000e+00,***,Triglycerides in Very Small VLDL
XL-VLDL-C,"0.798 [0.773,0.824]",0.000e+00,***,Cholesterol in Very Large VLDL
L-LDL-TG,"0.792 [0.767,0.816]",0.000e+00,***,Triglycerides in Large LDL
VLDL-L,"0.791 [0.766,0.817]",0.000e+00,***,Total-Lipids in VLDL
M-VLDL-TG,"0.773 [0.748,0.798]",0.000e+00,***,Triglycerides in Medium VLDL
IDL-TG,"0.743 [0.718,0.768]",0.000e+00,***,Triglycerides in IDL
SFA%,"0.742 [0.718,0.765]",0.000e+00,***,Saturated Fatty Acids to Total-Fatty Acids percentage
L-VLDL-C,"0.727 [0.701,0.753]",0.000e+00,***,Cholesterol in Large VLDL
XXL-VLDL-TG%,"0.708 [0.681,0.735]",0.000e+00,***,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-TG,"0.707 [0.682,0.733]",0.000e+00,***,Triglycerides in Medium HDL
HDL-TG,"0.696 [0.671,0.722]",0.000e+00,***,Triglycerides in HDL
VLDL-PL,"0.670 [0.644,0.695]",0.000e+00,***,Phospholipids in VLDL
Leu,"0.665 [0.639,0.691]",0.000e+00,***,Leucine
XL-VLDL-CE,"0.655 [0.629,0.681]",0.000e+00,***,Cholesteryl Esters in Very Large VLDL
Ile,"0.635 [0.609,0.660]",0.000e+00,***,Isoleucine
SFA,"0.628 [0.604,0.652]",0.000e+00,***,Saturated Fatty Acids
Phe,"0.590 [0.564,0.616]",0.000e+00,***,Phenylalanine
Glu-lactate,"0.567 [0.542,0.591]",0.000e+00,***,Glucose-lactate
Creatinine,"0.549 [0.522,0.577]",0.000e+00,***,Creatinine
S-VLDL-P,"0.549 [0.523,0.575]",0.000e+00,***,Concentration of Small VLDL Particles
VLDL-FC,"0.542 [0.516,0.568]",0.000e+00,***,Free Cholesterol in VLDL
S-VLDL-L,"0.531 [0.505,0.557]",0.000e+00,***,Total-Lipids in Small VLDL
L-VLDL-CE,"0.514 [0.488,0.540]",0.000e+00,***,Cholesteryl Esters in Large VLDL
Total-FA,"0.500 [0.475,0.524]",0.000e+00,***,Total-Fatty Acids
VLDL-P,"0.479 [0.453,0.505]",4.594e-280,***,Concentration of VLDL Particles
M-LDL-CE%,"0.456 [0.430,0.482]",1.727e-252,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
