Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Unsaturation,"0.268 [0.219,0.317]",3.309e-21,***,Degree of Unsaturation
Acetate,"0.267 [0.220,0.314]",3.911e-23,***,Acetate
PUFA/MUFA,"0.265 [0.216,0.314]",3.821e-21,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
DHA%,"0.265 [0.217,0.313]",3.091e-22,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
Pyruvate,"0.258 [0.210,0.306]",1.777e-20,***,Pyruvate
PUFA%,"0.241 [0.194,0.288]",1.625e-18,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-3%,"0.224 [0.175,0.273]",1.022e-13,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
S-LDL-PL%,"0.177 [0.126,0.227]",1.254e-06,***,Phospholipids to Total-Lipids in Small LDL percentage
M-HDL-CE%,"0.166 [0.119,0.214]",1.464e-06,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
Omega-6%,"0.163 [0.117,0.210]",1.710e-06,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
DHA,"0.160 [0.109,0.210]",1.825e-04,***,Docosahexaenoic Acid
M-HDL-C%,"0.153 [0.104,0.202]",1.956e-04,***,Cholesterol to Total-Lipids in Medium HDL percentage
XXL-VLDL-FC%,"0.151 [0.098,0.204]",0.005,**,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-PL%,"0.139 [0.089,0.188]",0.010,**,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-PL,"-0.132 [-0.181,-0.082]",0.040,*,Phospholipids in Small HDL
S-HDL-L,"-0.132 [-0.181,-0.083]",0.033,*,Total-Lipids in Small HDL
LA,"-0.133 [-0.180,-0.085]",0.013,*,Linoleic Acid
LDL-FC,"-0.133 [-0.181,-0.084]",0.018,*,Free Cholesterol in LDL
ApoB/ApoA1,"-0.133 [-0.182,-0.084]",0.023,*,Apolipoprotein B to Apolipoprotein A1 ratio
S-HDL-FC,"-0.134 [-0.183,-0.084]",0.027,*,Free Cholesterol in Small HDL
M-LDL-FC,"-0.135 [-0.183,-0.086]",0.013,*,Free Cholesterol in Medium LDL
L-LDL-FC,"-0.135 [-0.184,-0.086]",0.014,*,Free Cholesterol in Large LDL
Omega-6,"-0.136 [-0.184,-0.088]",0.006,**,Omega-6 Fatty Acids
M-VLDL-CE,"-0.138 [-0.187,-0.088]",0.012,*,Cholesteryl Esters in Medium VLDL
IDL-FC,"-0.145 [-0.195,-0.094]",0.004,**,Free Cholesterol in IDL
S-LDL-PL,"-0.145 [-0.194,-0.097]",0.001,**,Phospholipids in Small LDL
L-LDL-C,"-0.146 [-0.194,-0.098]",6.860e-04,***,Cholesterol in Large LDL
L-LDL-P,"-0.147 [-0.196,-0.098]",0.001,**,Concentration of Large LDL Particles
PC,"-0.149 [-0.200,-0.098]",0.002,**,Phosphatidylcholines
L-HDL-TG,"-0.149 [-0.202,-0.096]",0.008,**,Triglycerides in Large HDL
L-LDL-CE,"-0.150 [-0.198,-0.101]",2.905e-04,***,Cholesteryl Esters in Large LDL
SM,"-0.150 [-0.201,-0.098]",0.003,**,Sphingomyelins
Total-CE,"-0.151 [-0.200,-0.103]",2.282e-04,***,Total-Esterified Cholesterol
Clinical LDL-C,"-0.152 [-0.199,-0.104]",1.152e-04,***,Clinical LDL Cholesterol
Omega-6/Omega-3,"-0.152 [-0.201,-0.104]",1.646e-04,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-LDL-L,"-0.154 [-0.202,-0.105]",8.739e-05,***,Total-Lipids in Large LDL
XL-HDL-TG,"-0.154 [-0.202,-0.106]",8.621e-05,***,Triglycerides in Very Large HDL
Cholines,"-0.154 [-0.205,-0.104]",4.489e-04,***,Total-Cholines
Phosphoglyc,"-0.154 [-0.204,-0.104]",3.186e-04,***,Phosphoglycerides
XXL-VLDL-PL,"-0.155 [-0.203,-0.107]",5.867e-05,***,Phospholipids in Chylomicrons and Extremely Large VLDL
M-LDL-TG,"-0.155 [-0.202,-0.108]",2.620e-05,***,Triglycerides in Medium LDL
Citrate,"-0.155 [-0.206,-0.105]",3.767e-04,***,Citrate
IDL-C,"-0.155 [-0.205,-0.106]",1.779e-04,***,Cholesterol in IDL
LDL-C,"-0.157 [-0.204,-0.109]",3.174e-05,***,LDL Cholesterol
Total-C,"-0.157 [-0.205,-0.109]",4.201e-05,***,Total-Cholesterol
XXL-VLDL-P,"-0.157 [-0.204,-0.110]",2.106e-05,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
L-LDL-TG,"-0.158 [-0.206,-0.110]",2.872e-05,***,Triglycerides in Large LDL
XXL-VLDL-TG,"-0.159 [-0.206,-0.111]",1.231e-05,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XS-VLDL-TG,"-0.159 [-0.208,-0.110]",3.778e-05,***,Triglycerides in Very Small VLDL
L-LDL-PL,"-0.159 [-0.208,-0.110]",3.873e-05,***,Phospholipids in Large LDL
LDL-TG,"-0.160 [-0.207,-0.112]",1.038e-05,***,Triglycerides in LDL
IDL-CE,"-0.160 [-0.210,-0.110]",7.493e-05,***,Cholesteryl Esters in IDL
XXL-VLDL-FC,"-0.160 [-0.208,-0.112]",1.490e-05,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
S-LDL-TG,"-0.160 [-0.207,-0.113]",4.080e-06,***,Triglycerides in Small LDL
TG/PG,"-0.160 [-0.211,-0.110]",1.305e-04,***,Triglycerides to Phosphoglycerides ratio
IDL-TG,"-0.161 [-0.209,-0.112]",2.622e-05,***,Triglycerides in IDL
Gln,"-0.161 [-0.209,-0.112]",1.605e-05,***,Glutamine
IDL-PL,"-0.161 [-0.211,-0.110]",1.084e-04,***,Phospholipids in IDL
LDL-L,"-0.162 [-0.210,-0.115]",6.408e-06,***,Total-Lipids in LDL
LDL-PL,"-0.162 [-0.211,-0.114]",1.182e-05,***,Phospholipids in LDL
LDL-CE,"-0.165 [-0.212,-0.117]",3.812e-06,***,Cholesteryl Esters in LDL
IDL-L,"-0.165 [-0.214,-0.115]",1.361e-05,***,Total-Lipids in IDL
LDL-P,"-0.166 [-0.215,-0.117]",6.746e-06,***,Concentration of LDL Particles
M-VLDL-C,"-0.166 [-0.215,-0.117]",9.096e-06,***,Cholesterol in Medium VLDL
XXL-VLDL-L,"-0.167 [-0.216,-0.119]",2.221e-06,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
VLDL-size,"-0.168 [-0.220,-0.116]",5.041e-05,***,Average Diameter for VLDL Particles
S-LDL-C,"-0.169 [-0.217,-0.120]",1.916e-06,***,Cholesterol in Small LDL
S-LDL-L,"-0.169 [-0.217,-0.121]",1.580e-06,***,Total-Lipids in Small LDL
S-HDL-TG%,"-0.170 [-0.222,-0.117]",5.666e-05,***,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-PL,"-0.170 [-0.219,-0.121]",1.834e-06,***,Phospholipids in Medium LDL
XL-HDL-TG%,"-0.170 [-0.220,-0.120]",5.311e-06,***,Triglycerides to Total-Lipids in Very Large HDL percentage
S-VLDL-TG,"-0.173 [-0.222,-0.124]",1.275e-06,***,Triglycerides in Small VLDL
Total-FC,"-0.173 [-0.222,-0.125]",6.587e-07,***,Total-Free Cholesterol
GlycA,"-0.173 [-0.223,-0.124]",2.192e-06,***,Glycoprotein Acetyls
XXL-VLDL-C,"-0.174 [-0.222,-0.125]",4.927e-07,***,Cholesterol in Chylomicrons and Extremely Large VLDL
Total-PL,"-0.174 [-0.223,-0.125]",9.399e-07,***,Total-Phospholipids in Lipoprotein Particles
XS-VLDL-CE,"-0.174 [-0.226,-0.122]",1.138e-05,***,Cholesteryl Esters in Very Small VLDL
M-LDL-C,"-0.176 [-0.225,-0.128]",1.781e-07,***,Cholesterol in Medium LDL
