Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-CE,"1.344 [1.313,1.377]",1.542e-126,***,Cholesteryl Esters in Large HDL
L-HDL-C,"1.338 [1.307,1.370]",5.234e-123,***,Cholesterol in Large HDL
L-HDL-P,"1.334 [1.302,1.366]",3.704e-114,***,Concentration of Large HDL Particles
L-HDL-FC,"1.312 [1.281,1.344]",1.769e-102,***,Free Cholesterol in Large HDL
L-HDL-L,"1.311 [1.281,1.341]",4.573e-111,***,Total-Lipids in Large HDL
HDL-CE,"1.292 [1.264,1.320]",8.699e-111,***,Cholesteryl Esters in HDL
L-HDL-PL,"1.292 [1.262,1.322]",1.077e-98,***,Phospholipids in Large HDL
XL-HDL-CE,"1.289 [1.258,1.321]",7.066e-86,***,Cholesteryl Esters in Very Large HDL
HDL-C,"1.288 [1.260,1.317]",1.567e-107,***,HDL Cholesterol
HDL-size,"1.279 [1.250,1.309]",1.028e-93,***,Average Diameter for HDL Particles
XL-HDL-C,"1.263 [1.233,1.294]",1.125e-72,***,Cholesterol in Very Large HDL
HDL-FC,"1.259 [1.231,1.288]",3.359e-83,***,Free Cholesterol in HDL
M-HDL-FC%,"1.253 [1.227,1.280]",9.748e-92,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
XL-HDL-L,"1.244 [1.214,1.274]",2.592e-64,***,Total-Lipids in Very Large HDL
XL-HDL-PL,"1.239 [1.209,1.269]",9.940e-62,***,Phospholipids in Very Large HDL
XL-HDL-P,"1.237 [1.207,1.268]",1.606e-59,***,Concentration of Very Large HDL Particles
HDL-L,"1.229 [1.203,1.256]",3.165e-75,***,Total-Lipids in HDL
M-HDL-CE,"1.223 [1.198,1.249]",5.298e-75,***,Cholesteryl Esters in Medium HDL
M-HDL-C,"1.223 [1.198,1.249]",1.901e-74,***,Cholesterol in Medium HDL
XS-VLDL-CE%,"1.222 [1.197,1.247]",2.060e-78,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
PUFA/MUFA,"1.216 [1.193,1.240]",6.821e-82,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-HDL-C%,"1.216 [1.192,1.240]",1.026e-76,***,Cholesterol to Total-Lipids in Medium HDL percentage
M-HDL-FC,"1.214 [1.189,1.241]",2.162e-65,***,Free Cholesterol in Medium HDL
XS-VLDL-C%,"1.207 [1.184,1.232]",3.857e-71,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
ApoA1,"1.206 [1.181,1.231]",1.251e-63,***,Apolipoprotein A1
L-HDL-C%,"1.205 [1.181,1.230]",7.317e-68,***,Cholesterol to Total-Lipids in Large HDL percentage
M-HDL-P,"1.202 [1.177,1.227]",3.581e-60,***,Concentration of Medium HDL Particles
HDL-PL,"1.200 [1.175,1.225]",2.935e-59,***,Phospholipids in HDL
L-HDL-CE%,"1.197 [1.173,1.221]",2.448e-64,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-LDL-FC%,"1.195 [1.171,1.220]",1.895e-59,***,Free Cholesterol to Total-Lipids in Large LDL percentage
M-VLDL-CE%,"1.190 [1.165,1.215]",3.513e-54,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,"1.187 [1.163,1.212]",3.780e-55,***,Cholesterol to Total-Lipids in Medium VLDL percentage
L-LDL-C%,"1.185 [1.162,1.208]",4.190e-59,***,Cholesterol to Total-Lipids in Large LDL percentage
XL-VLDL-CE%,"1.183 [1.159,1.207]",4.779e-53,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
IDL-C%,"1.182 [1.158,1.205]",2.529e-55,***,Cholesterol to Total-Lipids in IDL percentage
M-LDL-FC%,"1.180 [1.158,1.203]",2.362e-57,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
XL-VLDL-C%,"1.180 [1.156,1.204]",1.828e-50,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
HDL-P,"1.179 [1.155,1.203]",8.921e-51,***,Concentration of HDL Particles
LA%,"1.179 [1.155,1.202]",8.369e-54,***,Linoleic Acid to Total-Fatty Acids percentage
M-HDL-L,"1.176 [1.152,1.200]",8.363e-50,***,Total-Lipids in Medium HDL
PUFA%,"1.173 [1.151,1.196]",2.778e-54,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
S-VLDL-FC%,"1.173 [1.150,1.197]",9.405e-50,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
M-HDL-CE%,"1.170 [1.148,1.193]",7.880e-52,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
