Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-PL,"0.085 [0.077,0.092]",9.969e-110,***,Phospholipids in Very Large HDL
XL-HDL-C,"0.083 [0.076,0.090]",1.275e-104,***,Cholesterol in Very Large HDL
XL-HDL-FC,"0.082 [0.075,0.089]",1.150e-116,***,Free Cholesterol in Very Large HDL
XL-HDL-L,"0.081 [0.074,0.088]",2.282e-101,***,Total-Lipids in Very Large HDL
Gly,"0.081 [0.073,0.088]",3.679e-93,***,Glycine
XL-HDL-CE,"0.080 [0.073,0.088]",3.850e-96,***,Cholesteryl Esters in Very Large HDL
S-LDL-PL%,"0.072 [0.066,0.077]",4.879e-138,***,Phospholipids to Total-Lipids in Small LDL percentage
Omega-6/Omega-3,"0.068 [0.063,0.074]",3.226e-134,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XL-HDL-P,"0.065 [0.058,0.073]",2.143e-62,***,Concentration of Very Large HDL Particles
L-VLDL-CE%,"0.061 [0.056,0.067]",2.680e-94,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
XL-VLDL-C%,"0.061 [0.055,0.067]",4.119e-86,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
HDL-size,"0.059 [0.052,0.066]",5.053e-60,***,Average Diameter for HDL Particles
L-HDL-CE,"0.059 [0.052,0.066]",1.827e-53,***,Cholesteryl Esters in Large HDL
XL-VLDL-CE%,"0.058 [0.053,0.064]",2.167e-81,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
XL-VLDL-FC%,"0.058 [0.052,0.064]",1.943e-73,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
L-HDL-C,"0.057 [0.050,0.064]",3.750e-51,***,Cholesterol in Large HDL
L-HDL-FC,"0.055 [0.048,0.062]",2.516e-44,***,Free Cholesterol in Large HDL
L-VLDL-C%,"0.054 [0.048,0.059]",2.931e-71,***,Cholesterol to Total-Lipids in Large VLDL percentage
Omega-6%,"0.052 [0.046,0.057]",4.380e-81,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
IDL-PL%,"0.051 [0.046,0.056]",1.008e-72,***,Phospholipids to Total-Lipids in IDL percentage
L-HDL-P,"0.050 [0.043,0.058]",3.550e-35,***,Concentration of Large HDL Particles
XL-HDL-PL%,"0.048 [0.043,0.053]",5.113e-73,***,Phospholipids to Total-Lipids in Very Large HDL percentage
M-LDL-FC%,"0.047 [0.042,0.052]",3.051e-65,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-C%,"0.046 [0.041,0.052]",5.671e-67,***,Cholesterol to Total-Lipids in Large HDL percentage
M-VLDL-C%,"0.045 [0.039,0.050]",1.345e-56,***,Cholesterol to Total-Lipids in Medium VLDL percentage
L-HDL-L,"0.043 [0.036,0.050]",3.420e-29,***,Total-Lipids in Large HDL
L-HDL-CE%,"0.043 [0.038,0.048]",8.015e-58,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
M-VLDL-CE%,"0.042 [0.037,0.048]",3.729e-54,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
XXL-VLDL-FC%,"0.041 [0.036,0.047]",2.888e-39,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-VLDL-FC%,"0.041 [0.035,0.046]",2.186e-45,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
LA%,"0.040 [0.035,0.045]",1.847e-43,***,Linoleic Acid to Total-Fatty Acids percentage
S-LDL-FC%,"0.039 [0.034,0.044]",2.568e-46,***,Free Cholesterol to Total-Lipids in Small LDL percentage
XXL-VLDL-C%,"0.039 [0.033,0.044]",2.537e-35,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-VLDL-CE%,"0.038 [0.033,0.044]",9.314e-40,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
IDL-FC%,"0.037 [0.032,0.043]",7.303e-43,***,Free Cholesterol to Total-Lipids in IDL percentage
L-HDL-PL,"0.037 [0.030,0.044]",3.615e-20,***,Phospholipids in Large HDL
S-VLDL-C%,"0.036 [0.031,0.042]",9.874e-36,***,Cholesterol to Total-Lipids in Small VLDL percentage
GlycA,"0.035 [0.030,0.041]",3.743e-30,***,Glycoprotein Acetyls
PUFA/MUFA,"0.034 [0.029,0.040]",1.385e-30,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-PL%,"0.034 [0.029,0.040]",2.196e-29,***,Phospholipids to Total-Lipids in Medium LDL percentage
L-LDL-FC%,"0.034 [0.029,0.040]",9.322e-31,***,Free Cholesterol to Total-Lipids in Large LDL percentage
Lactate,"0.034 [0.028,0.039]",8.816e-28,***,Lactate
PUFA%,"0.033 [0.027,0.038]",5.352e-30,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Citrate,"0.033 [0.027,0.038]",1.146e-24,***,Citrate
S-VLDL-PL%,"0.032 [0.027,0.038]",1.054e-25,***,Phospholipids to Total-Lipids in Small VLDL percentage
XS-VLDL-FC%,"0.032 [0.027,0.037]",3.220e-33,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-FC%,"0.032 [0.027,0.037]",9.566e-34,***,Free Cholesterol to Total-Lipids in Large HDL percentage
XXL-VLDL-CE%,"0.032 [0.026,0.037]",4.877e-21,***,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-CE%,"0.031 [0.026,0.037]",1.420e-26,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
LDL-size,"0.031 [0.026,0.036]",3.342e-25,***,Average Diameter for LDL Particles
M-VLDL-PL%,"0.031 [0.025,0.036]",5.245e-24,***,Phospholipids to Total-Lipids in Medium VLDL percentage
L-LDL-PL%,"0.031 [0.025,0.036]",2.968e-21,***,Phospholipids to Total-Lipids in Large LDL percentage
S-VLDL-FC%,"0.030 [0.025,0.036]",1.920e-23,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
XS-VLDL-C%,"0.030 [0.024,0.035]",1.577e-23,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
Pyruvate,"0.029 [0.024,0.035]",2.232e-22,***,Pyruvate
M-HDL-C%,"0.028 [0.023,0.034]",9.392e-20,***,Cholesterol to Total-Lipids in Medium HDL percentage
XS-VLDL-CE%,"0.027 [0.022,0.033]",2.011e-19,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XS-VLDL-PL%,"0.027 [0.022,0.032]",1.169e-17,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-HDL-FC%,"0.026 [0.020,0.032]",3.006e-13,***,Free Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-C%,"0.023 [0.018,0.028]",4.408e-12,***,Cholesterol to Total-Lipids in Small HDL percentage
3-Hydroxybutyrate,"0.019 [0.013,0.024]",7.061e-05,***,3-Hydroxybutyrate
Phe,"0.018 [0.012,0.023]",6.904e-05,***,Phenylalanine
L-VLDL-FC%,"0.018 [0.012,0.024]",0.002,**,Free Cholesterol to Total-Lipids in Large VLDL percentage
S-HDL-CE%,"0.017 [0.012,0.022]",7.286e-05,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
DHA%,"-0.014 [-0.020,-0.009]",0.019,*,Docosahexaenoic Acid to Total-Fatty Acids percentage
Acetone,"-0.015 [-0.020,-0.010]",0.005,**,Acetone
M-LDL-C%,"-0.015 [-0.020,-0.010]",0.004,**,Cholesterol to Total-Lipids in Medium LDL percentage
Acetoacetate,"-0.016 [-0.022,-0.011]",9.490e-04,***,Acetoacetate
IDL-C,"-0.017 [-0.022,-0.011]",4.725e-04,***,Cholesterol in IDL
IDL-P,"-0.017 [-0.023,-0.011]",4.283e-04,***,Concentration of IDL Particles
IDL-L,"-0.018 [-0.024,-0.013]",8.959e-06,***,Total-Lipids in IDL
M-HDL-PL%,"-0.019 [-0.024,-0.013]",6.689e-06,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-LDL-FC,"-0.019 [-0.024,-0.014]",1.184e-06,***,Free Cholesterol in Small LDL
M-VLDL-C,"-0.019 [-0.025,-0.014]",4.461e-07,***,Cholesterol in Medium VLDL
IDL-CE,"-0.020 [-0.025,-0.014]",4.136e-07,***,Cholesteryl Esters in IDL
HDL-L,"-0.020 [-0.027,-0.014]",8.238e-06,***,Total-Lipids in HDL
SFA%,"-0.021 [-0.026,-0.016]",2.437e-11,***,Saturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-FC,"-0.022 [-0.027,-0.016]",1.313e-09,***,Free Cholesterol in Large LDL
M-HDL-CE,"-0.022 [-0.028,-0.016]",9.012e-08,***,Cholesteryl Esters in Medium HDL
L-LDL-P,"-0.023 [-0.028,-0.017]",2.219e-11,***,Concentration of Large LDL Particles
M-HDL-C,"-0.024 [-0.029,-0.018]",2.470e-09,***,Cholesterol in Medium HDL
Ile,"-0.024 [-0.029,-0.018]",1.669e-12,***,Isoleucine
LDL-FC,"-0.025 [-0.030,-0.019]",5.803e-14,***,Free Cholesterol in LDL
Glu,"-0.025 [-0.030,-0.019]",6.413e-15,***,Glucose
HDL-PL,"-0.025 [-0.031,-0.019]",1.508e-10,***,Phospholipids in HDL
Tyr,"-0.025 [-0.031,-0.020]",5.170e-13,***,Tyrosine
XL-HDL-C%,"-0.026 [-0.031,-0.021]",4.511e-18,***,Cholesterol to Total-Lipids in Very Large HDL percentage
IDL-CE%,"-0.026 [-0.031,-0.021]",1.700e-17,***,Cholesteryl Esters to Total-Lipids in IDL percentage
L-HDL-TG,"-0.026 [-0.032,-0.021]",1.297e-13,***,Triglycerides in Large HDL
M-HDL-FC,"-0.027 [-0.033,-0.021]",1.720e-12,***,Free Cholesterol in Medium HDL
Acetate,"-0.029 [-0.034,-0.024]",2.334e-22,***,Acetate
S-LDL-PL,"-0.029 [-0.035,-0.024]",2.048e-21,***,Phospholipids in Small LDL
His,"-0.029 [-0.035,-0.024]",3.200e-22,***,Histidine
LDL-P,"-0.030 [-0.035,-0.024]",5.407e-22,***,Concentration of LDL Particles
XL-HDL-TG,"-0.030 [-0.035,-0.025]",4.459e-23,***,Triglycerides in Very Large HDL
S-VLDL-FC,"-0.030 [-0.036,-0.025]",4.551e-22,***,Free Cholesterol in Small VLDL
L-LDL-PL,"-0.031 [-0.036,-0.026]",2.741e-24,***,Phospholipids in Large LDL
M-LDL-FC,"-0.031 [-0.037,-0.026]",8.655e-25,***,Free Cholesterol in Medium LDL
M-HDL-P,"-0.031 [-0.037,-0.025]",1.379e-18,***,Concentration of Medium HDL Particles
ApoB,"-0.032 [-0.037,-0.026]",1.208e-25,***,Apolipoprotein B
S-VLDL-C,"-0.032 [-0.037,-0.026]",3.954e-24,***,Cholesterol in Small VLDL
S-VLDL-CE,"-0.032 [-0.037,-0.026]",7.290e-24,***,Cholesteryl Esters in Small VLDL
Clinical LDL-C,"-0.032 [-0.037,-0.027]",4.748e-27,***,Clinical LDL Cholesterol
S-LDL-C%,"-0.032 [-0.037,-0.027]",2.604e-26,***,Cholesterol to Total-Lipids in Small LDL percentage
MUFA%,"-0.032 [-0.038,-0.027]",1.461e-25,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-TG%,"-0.032 [-0.038,-0.027]",3.040e-23,***,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
