Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Acetoacetate,"0.024 [0.023,0.025]",0.000e+00,***,Acetoacetate
Total-BCAA,"0.023 [0.022,0.025]",0.000e+00,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,"0.023 [0.022,0.024]",0.000e+00,***,Leucine
Ile,"0.022 [0.021,0.023]",0.000e+00,***,Isoleucine
Val,"0.021 [0.020,0.022]",1.053e-287,***,Valine
Acetone,"0.019 [0.018,0.020]",1.003e-255,***,Acetone
S-HDL-PL%,"0.017 [0.016,0.018]",7.620e-188,***,Phospholipids to Total-Lipids in Small HDL percentage
L-HDL-PL,"0.015 [0.013,0.016]",3.767e-90,***,Phospholipids in Large HDL
HDL-size,"0.015 [0.013,0.016]",1.505e-92,***,Average Diameter for HDL Particles
HDL-PL,"0.014 [0.013,0.015]",2.712e-105,***,Phospholipids in HDL
L-HDL-L,"0.014 [0.012,0.015]",9.020e-79,***,Total-Lipids in Large HDL
L-HDL-TG,"0.013 [0.012,0.015]",1.532e-103,***,Triglycerides in Large HDL
3-Hydroxybutyrate,"0.013 [0.012,0.014]",7.662e-101,***,3-Hydroxybutyrate
L-HDL-P,"0.013 [0.012,0.015]",2.022e-60,***,Concentration of Large HDL Particles
L-HDL-FC,"0.013 [0.012,0.015]",1.830e-61,***,Free Cholesterol in Large HDL
HDL-L,"0.013 [0.011,0.014]",4.774e-86,***,Total-Lipids in HDL
M-HDL-PL,"0.013 [0.012,0.014]",6.152e-96,***,Phospholipids in Medium HDL
XL-HDL-PL,"0.013 [0.011,0.014]",2.344e-56,***,Phospholipids in Very Large HDL
M-HDL-L,"0.012 [0.011,0.013]",1.914e-82,***,Total-Lipids in Medium HDL
HDL-FC,"0.012 [0.010,0.013]",1.941e-60,***,Free Cholesterol in HDL
XL-HDL-PL%,"0.012 [0.011,0.013]",3.341e-107,***,Phospholipids to Total-Lipids in Very Large HDL percentage
M-HDL-P,"0.011 [0.010,0.013]",2.368e-68,***,Concentration of Medium HDL Particles
L-HDL-C,"0.011 [0.010,0.013]",5.173e-48,***,Cholesterol in Large HDL
M-HDL-FC,"0.011 [0.010,0.013]",5.687e-64,***,Free Cholesterol in Medium HDL
Acetate,"0.011 [0.010,0.012]",5.358e-89,***,Acetate
M-HDL-TG,"0.011 [0.010,0.012]",2.564e-79,***,Triglycerides in Medium HDL
ApoA1,"0.011 [0.010,0.012]",3.765e-64,***,Apolipoprotein A1
L-HDL-CE,"0.011 [0.009,0.012]",1.227e-42,***,Cholesteryl Esters in Large HDL
XL-HDL-L,"0.011 [0.009,0.012]",3.110e-41,***,Total-Lipids in Very Large HDL
S-LDL-TG%,"0.011 [0.009,0.012]",2.956e-76,***,Triglycerides to Total-Lipids in Small LDL percentage
HDL-TG,"0.010 [0.009,0.011]",1.668e-66,***,Triglycerides in HDL
