Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-FC,"14.988 [9.820,20.156]",0.003,**,Free Cholesterol in Very Large HDL
XL-HDL-C,"14.065 [8.619,19.511]",0.096,,Cholesterol in Very Large HDL
XL-HDL-P,"13.356 [7.870,18.842]",0.421,,Concentration of Very Large HDL Particles
XL-HDL-L,"13.099 [7.723,18.474]",0.412,,Total-Lipids in Very Large HDL
M-VLDL-FC%,"10.241 [6.043,14.438]",0.400,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
Albumin,"-1.694 [-5.913,2.525]",1.000,,Albumin
Creatinine,"-7.959 [-12.533,-3.386]",1.000,,Creatinine
S-HDL-L,"-9.984 [-14.158,-5.811]",0.633,,Total-Lipids in Small HDL
S-HDL-PL,"-10.483 [-14.681,-6.285]",0.228,,Phospholipids in Small HDL
L-HDL-PL%,"-13.665 [-17.731,-9.600]",1.054e-05,***,Phospholipids to Total-Lipids in Large HDL percentage
