Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-TG,"0.096 [0.089,0.103]",4.579e-155,***,Triglycerides in Small HDL
M-HDL-TG,"0.093 [0.087,0.100]",1.075e-150,***,Triglycerides in Medium HDL
VLDL-size,"0.092 [0.085,0.099]",9.540e-134,***,Average Diameter for VLDL Particles
XL-VLDL-TG,"0.092 [0.085,0.099]",4.024e-152,***,Triglycerides in Very Large VLDL
XXL-VLDL-L,"0.092 [0.085,0.098]",9.335e-156,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-PL,"0.091 [0.085,0.098]",1.560e-156,***,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-P,"0.091 [0.085,0.098]",2.415e-158,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-FC,"0.091 [0.084,0.097]",1.590e-153,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
VLDL-TG,"0.091 [0.084,0.097]",1.038e-143,***,Triglycerides in VLDL
XXL-VLDL-TG,"0.090 [0.084,0.097]",2.136e-155,***,Triglycerides in Chylomicrons and Extremely Large VLDL
Total-TG,"0.090 [0.083,0.097]",1.135e-145,***,Total-Triglycerides
HDL-TG,"0.090 [0.083,0.097]",2.460e-143,***,Triglycerides in HDL
XL-VLDL-L,"0.090 [0.083,0.097]",1.612e-141,***,Total-Lipids in Very Large VLDL
XL-VLDL-P,"0.089 [0.082,0.096]",2.875e-140,***,Concentration of Very Large VLDL Particles
XXL-VLDL-C,"0.087 [0.081,0.094]",7.815e-140,***,Cholesterol in Chylomicrons and Extremely Large VLDL
XL-VLDL-PL,"0.087 [0.081,0.094]",1.447e-134,***,Phospholipids in Very Large VLDL
XL-VLDL-FC,"0.084 [0.078,0.091]",1.242e-125,***,Free Cholesterol in Very Large VLDL
L-VLDL-PL,"0.084 [0.077,0.091]",5.578e-121,***,Phospholipids in Large VLDL
M-HDL-TG%,"0.084 [0.077,0.091]",7.287e-116,***,Triglycerides to Total-Lipids in Medium HDL percentage
XXL-VLDL-CE,"0.083 [0.076,0.090]",4.100e-125,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
L-VLDL-P,"0.083 [0.076,0.090]",1.809e-121,***,Concentration of Large VLDL Particles
XL-HDL-TG%,"0.083 [0.076,0.089]",3.468e-116,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-VLDL-L,"0.083 [0.076,0.089]",1.265e-116,***,Total-Lipids in Large VLDL
L-VLDL-TG,"0.082 [0.076,0.089]",2.779e-121,***,Triglycerides in Large VLDL
S-VLDL-TG,"0.082 [0.075,0.089]",2.489e-117,***,Triglycerides in Small VLDL
TG/PG,"0.082 [0.075,0.089]",5.243e-110,***,Triglycerides to Phosphoglycerides ratio
S-HDL-TG%,"0.081 [0.074,0.088]",2.726e-101,***,Triglycerides to Total-Lipids in Small HDL percentage
L-VLDL-FC,"0.081 [0.074,0.088]",5.720e-112,***,Free Cholesterol in Large VLDL
XL-VLDL-TG%,"0.079 [0.071,0.087]",3.108e-82,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-LDL-TG,"0.079 [0.073,0.086]",1.381e-122,***,Triglycerides in Small LDL
VLDL-L,"0.079 [0.072,0.085]",1.270e-107,***,Total-Lipids in VLDL
