Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.641 [0.634 - 0.647],0.607 [0.605 - 0.609],0.606 [0.593 - 0.617],0.607 [0.605 - 0.609],0.048 [0.046 - 0.049],0.214 [0.200 - 0.224],0.089 [0.086 - 0.091]
Demographic,0.683 [0.678 - 0.689],0.630 [0.628 - 0.632],0.631 [0.621 - 0.641],0.630 [0.628 - 0.632],0.053 [0.051 - 0.054],0.260 [0.251 - 0.271],0.097 [0.095 - 0.100]
Metabolite+Demographic,0.693 [0.689 - 0.698],0.643 [0.641 - 0.645],0.643 [0.633 - 0.653],0.643 [0.641 - 0.645],0.055 [0.054 - 0.057],0.285 [0.276 - 0.296],0.102 [0.099 - 0.105]
