Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.539 [0.504 - 0.575],0.532 [0.530 - 0.533],0.532 [0.476 - 0.598],0.532 [0.530 - 0.533],0.001 [0.001 - 0.002],0.064 [0.007 - 0.129],0.003 [0.002 - 0.003]
Demographic,0.672 [0.637 - 0.702],0.621 [0.619 - 0.623],0.623 [0.552 - 0.679],0.621 [0.619 - 0.623],0.002 [0.002 - 0.002],0.242 [0.174 - 0.301],0.004 [0.004 - 0.004]
Metabolite+Demographic,0.657 [0.624 - 0.691],0.610 [0.608 - 0.612],0.608 [0.556 - 0.671],0.610 [0.608 - 0.612],0.002 [0.002 - 0.002],0.217 [0.165 - 0.281],0.004 [0.003 - 0.004]
