Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.581 [0.558 - 0.610],0.564 [0.562 - 0.566],0.562 [0.516 - 0.611],0.564 [0.562 - 0.566],0.004 [0.004 - 0.005],0.125 [0.080 - 0.174],0.008 [0.007 - 0.009]
Demographic,0.605 [0.579 - 0.622],0.576 [0.573 - 0.578],0.578 [0.535 - 0.610],0.576 [0.573 - 0.578],0.004 [0.004 - 0.005],0.155 [0.111 - 0.187],0.009 [0.008 - 0.009]
Metabolite+Demographic,0.600 [0.578 - 0.620],0.573 [0.571 - 0.575],0.575 [0.540 - 0.605],0.573 [0.571 - 0.575],0.004 [0.004 - 0.005],0.148 [0.113 - 0.177],0.009 [0.008 - 0.009]
