Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.537 [0.483 - 0.596],0.533 [0.532 - 0.536],0.534 [0.435 - 0.618],0.533 [0.532 - 0.536],0.001 [0.000 - 0.001],0.068 [-0.032 - 0.151],0.001 [0.001 - 0.001]
Demographic,0.583 [0.516 - 0.639],0.567 [0.565 - 0.569],0.576 [0.464 - 0.663],0.567 [0.565 - 0.569],0.001 [0.001 - 0.001],0.142 [0.031 - 0.231],0.001 [0.001 - 0.002]
Metabolite+Demographic,0.577 [0.512 - 0.632],0.575 [0.573 - 0.577],0.577 [0.471 - 0.666],0.575 [0.573 - 0.577],0.001 [0.000 - 0.001],0.151 [0.046 - 0.242],0.001 [0.001 - 0.002]
