Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.408 [0.362 - 0.465],0.438 [0.435 - 0.439],0.437 [0.351 - 0.524],0.438 [0.435 - 0.439],0.000 [0.000 - 0.001],-0.126 [-0.210 - -0.038],0.001 [0.001 - 0.001]
Demographic,0.634 [0.587 - 0.673],0.620 [0.618 - 0.622],0.633 [0.523 - 0.709],0.620 [0.618 - 0.622],0.001 [0.001 - 0.001],0.253 [0.143 - 0.328],0.002 [0.001 - 0.002]
Metabolite+Demographic,0.575 [0.533 - 0.611],0.553 [0.551 - 0.555],0.553 [0.464 - 0.656],0.553 [0.551 - 0.555],0.001 [0.001 - 0.001],0.106 [0.018 - 0.208],0.001 [0.001 - 0.002]
