Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.696 [0.680 - 0.710],0.644 [0.642 - 0.646],0.644 [0.606 - 0.676],0.644 [0.642 - 0.646],0.009 [0.008 - 0.010],0.288 [0.250 - 0.321],0.017 [0.016 - 0.019]
Demographic,0.626 [0.609 - 0.641],0.590 [0.588 - 0.593],0.590 [0.554 - 0.615],0.590 [0.588 - 0.593],0.007 [0.006 - 0.008],0.180 [0.145 - 0.205],0.014 [0.013 - 0.015]
Metabolite+Demographic,0.711 [0.695 - 0.727],0.648 [0.647 - 0.651],0.646 [0.614 - 0.681],0.648 [0.647 - 0.651],0.009 [0.008 - 0.010],0.295 [0.263 - 0.330],0.018 [0.016 - 0.020]
