Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.450 [0.411 - 0.499],0.472 [0.470 - 0.475],0.477 [0.417 - 0.552],0.472 [0.470 - 0.475],0.001 [0.001 - 0.001],-0.052 [-0.111 - 0.025],0.002 [0.001 - 0.002]
Demographic,0.481 [0.440 - 0.525],0.480 [0.478 - 0.482],0.465 [0.408 - 0.537],0.480 [0.478 - 0.482],0.001 [0.001 - 0.001],-0.055 [-0.112 - 0.018],0.002 [0.001 - 0.002]
Metabolite+Demographic,0.438 [0.397 - 0.486],0.466 [0.464 - 0.469],0.464 [0.408 - 0.542],0.466 [0.464 - 0.469],0.001 [0.001 - 0.001],-0.069 [-0.126 - 0.009],0.002 [0.001 - 0.002]
