Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.676 [0.673 - 0.681],0.626 [0.625 - 0.629],0.626 [0.620 - 0.633],0.626 [0.625 - 0.629],0.124 [0.122 - 0.126],0.253 [0.245 - 0.259],0.208 [0.205 - 0.210]
Demographic,0.840 [0.838 - 0.843],0.769 [0.767 - 0.771],0.773 [0.767 - 0.779],0.769 [0.767 - 0.771],0.221 [0.217 - 0.224],0.542 [0.535 - 0.549],0.343 [0.339 - 0.348]
Metabolite+Demographic,0.840 [0.838 - 0.843],0.769 [0.767 - 0.771],0.773 [0.767 - 0.779],0.769 [0.767 - 0.771],0.221 [0.217 - 0.224],0.542 [0.535 - 0.549],0.343 [0.339 - 0.348]
