Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.582 [0.577 - 0.586],0.560 [0.558 - 0.562],0.560 [0.552 - 0.568],0.560 [0.557 - 0.562],0.073 [0.071 - 0.074],0.120 [0.113 - 0.128],0.129 [0.126 - 0.131]
Demographic,0.636 [0.631 - 0.640],0.595 [0.594 - 0.597],0.598 [0.591 - 0.607],0.595 [0.593 - 0.597],0.083 [0.082 - 0.085],0.193 [0.185 - 0.202],0.147 [0.144 - 0.149]
Metabolite+Demographic,0.639 [0.635 - 0.643],0.600 [0.598 - 0.602],0.599 [0.592 - 0.607],0.600 [0.598 - 0.602],0.085 [0.083 - 0.086],0.200 [0.193 - 0.207],0.148 [0.146 - 0.151]
