Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.676 [0.637 - 0.720],0.626 [0.625 - 0.628],0.625 [0.536 - 0.731],0.626 [0.625 - 0.628],0.001 [0.001 - 0.001],0.251 [0.161 - 0.357],0.002 [0.001 - 0.002]
Demographic,0.792 [0.728 - 0.830],0.749 [0.747 - 0.751],0.756 [0.650 - 0.827],0.749 [0.747 - 0.751],0.002 [0.001 - 0.002],0.505 [0.399 - 0.576],0.003 [0.002 - 0.004]
Metabolite+Demographic,0.801 [0.748 - 0.845],0.757 [0.755 - 0.759],0.764 [0.673 - 0.838],0.757 [0.755 - 0.759],0.002 [0.001 - 0.002],0.520 [0.430 - 0.595],0.003 [0.003 - 0.004]
