Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.722 [0.711 - 0.735],0.664 [0.662 - 0.666],0.662 [0.634 - 0.689],0.664 [0.662 - 0.666],0.012 [0.011 - 0.012],0.326 [0.297 - 0.354],0.023 [0.021 - 0.024]
Demographic,0.630 [0.616 - 0.645],0.601 [0.599 - 0.603],0.601 [0.575 - 0.624],0.601 [0.599 - 0.603],0.009 [0.008 - 0.009],0.202 [0.175 - 0.225],0.018 [0.016 - 0.019]
Metabolite+Demographic,0.730 [0.720 - 0.743],0.664 [0.662 - 0.666],0.660 [0.636 - 0.689],0.664 [0.662 - 0.666],0.012 [0.011 - 0.013],0.325 [0.299 - 0.353],0.023 [0.021 - 0.025]
