Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.624 [0.600 - 0.652],0.601 [0.598 - 0.603],0.597 [0.556 - 0.650],0.601 [0.598 - 0.603],0.003 [0.003 - 0.004],0.198 [0.157 - 0.252],0.006 [0.006 - 0.007]
Demographic,0.684 [0.657 - 0.707],0.644 [0.642 - 0.646],0.642 [0.592 - 0.690],0.644 [0.642 - 0.646],0.004 [0.003 - 0.004],0.288 [0.236 - 0.334],0.008 [0.007 - 0.009]
Metabolite+Demographic,0.693 [0.666 - 0.716],0.644 [0.641 - 0.646],0.646 [0.597 - 0.689],0.644 [0.641 - 0.646],0.004 [0.003 - 0.004],0.289 [0.241 - 0.333],0.008 [0.007 - 0.009]
