Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.509 [0.481 - 0.530],0.506 [0.504 - 0.508],0.508 [0.468 - 0.546],0.506 [0.504 - 0.508],0.003 [0.003 - 0.003],0.014 [-0.026 - 0.052],0.006 [0.005 - 0.007]
Demographic,0.632 [0.609 - 0.657],0.602 [0.600 - 0.604],0.602 [0.567 - 0.643],0.602 [0.600 - 0.603],0.004 [0.004 - 0.005],0.204 [0.170 - 0.245],0.009 [0.007 - 0.009]
Metabolite+Demographic,0.618 [0.598 - 0.640],0.603 [0.602 - 0.605],0.605 [0.563 - 0.643],0.603 [0.602 - 0.605],0.004 [0.004 - 0.005],0.209 [0.165 - 0.247],0.009 [0.007 - 0.009]
