Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.726 [0.687 - 0.773],0.691 [0.689 - 0.693],0.687 [0.625 - 0.745],0.691 [0.689 - 0.693],0.002 [0.002 - 0.002],0.378 [0.315 - 0.434],0.004 [0.003 - 0.005]
Demographic,0.622 [0.584 - 0.662],0.602 [0.600 - 0.604],0.595 [0.529 - 0.660],0.602 [0.600 - 0.604],0.001 [0.001 - 0.002],0.197 [0.130 - 0.261],0.003 [0.002 - 0.003]
Metabolite+Demographic,0.741 [0.701 - 0.787],0.690 [0.689 - 0.693],0.683 [0.633 - 0.748],0.690 [0.689 - 0.693],0.002 [0.002 - 0.002],0.374 [0.325 - 0.439],0.004 [0.003 - 0.005]
