Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.543 [0.532 - 0.558],0.544 [0.542 - 0.546],0.543 [0.519 - 0.567],0.544 [0.542 - 0.546],0.009 [0.009 - 0.010],0.085 [0.063 - 0.110],0.018 [0.017 - 0.019]
Demographic,0.552 [0.535 - 0.566],0.537 [0.535 - 0.540],0.533 [0.504 - 0.558],0.537 [0.535 - 0.540],0.009 [0.008 - 0.010],0.070 [0.041 - 0.095],0.018 [0.017 - 0.019]
Metabolite+Demographic,0.565 [0.553 - 0.578],0.558 [0.556 - 0.560],0.558 [0.538 - 0.580],0.558 [0.556 - 0.560],0.010 [0.009 - 0.010],0.116 [0.095 - 0.139],0.019 [0.018 - 0.020]
