Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.785 [0.780 - 0.788],0.712 [0.710 - 0.714],0.712 [0.704 - 0.718],0.712 [0.710 - 0.714],0.150 [0.146 - 0.152],0.424 [0.417 - 0.431],0.247 [0.243 - 0.251]
Demographic,0.753 [0.748 - 0.757],0.688 [0.686 - 0.690],0.688 [0.681 - 0.695],0.688 [0.686 - 0.690],0.136 [0.133 - 0.138],0.376 [0.369 - 0.383],0.227 [0.223 - 0.230]
Metabolite+Demographic,0.808 [0.804 - 0.812],0.735 [0.733 - 0.737],0.735 [0.728 - 0.742],0.735 [0.733 - 0.737],0.165 [0.162 - 0.168],0.470 [0.463 - 0.478],0.269 [0.265 - 0.274]
