Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.664 [0.653 - 0.673],0.614 [0.612 - 0.616],0.615 [0.592 - 0.633],0.614 [0.612 - 0.616],0.013 [0.012 - 0.013],0.229 [0.207 - 0.247],0.025 [0.023 - 0.026]
Demographic,0.634 [0.621 - 0.643],0.591 [0.589 - 0.593],0.593 [0.567 - 0.608],0.591 [0.589 - 0.593],0.011 [0.011 - 0.012],0.183 [0.157 - 0.200],0.022 [0.021 - 0.024]
Metabolite+Demographic,0.696 [0.687 - 0.706],0.637 [0.635 - 0.638],0.636 [0.620 - 0.655],0.637 [0.635 - 0.638],0.014 [0.013 - 0.015],0.274 [0.256 - 0.292],0.027 [0.025 - 0.028]
