Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.624 [0.586 - 0.662],0.603 [0.601 - 0.606],0.605 [0.546 - 0.669],0.603 [0.601 - 0.606],0.002 [0.002 - 0.002],0.209 [0.150 - 0.274],0.004 [0.003 - 0.004]
Demographic,0.684 [0.656 - 0.721],0.638 [0.636 - 0.640],0.640 [0.590 - 0.699],0.638 [0.636 - 0.640],0.002 [0.002 - 0.002],0.278 [0.228 - 0.336],0.004 [0.004 - 0.005]
Metabolite+Demographic,0.666 [0.635 - 0.697],0.635 [0.633 - 0.638],0.638 [0.581 - 0.686],0.635 [0.633 - 0.638],0.002 [0.002 - 0.002],0.273 [0.215 - 0.321],0.004 [0.004 - 0.005]
