Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.542 [0.514 - 0.575],0.526 [0.524 - 0.527],0.521 [0.469 - 0.583],0.526 [0.524 - 0.527],0.002 [0.001 - 0.002],0.047 [-0.005 - 0.110],0.003 [0.003 - 0.004]
Demographic,0.627 [0.592 - 0.647],0.588 [0.586 - 0.589],0.588 [0.530 - 0.636],0.588 [0.586 - 0.589],0.002 [0.002 - 0.002],0.175 [0.118 - 0.223],0.004 [0.004 - 0.005]
Metabolite+Demographic,0.619 [0.582 - 0.648],0.600 [0.598 - 0.602],0.608 [0.555 - 0.650],0.600 [0.598 - 0.602],0.002 [0.002 - 0.003],0.209 [0.154 - 0.252],0.005 [0.004 - 0.005]
