Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.596 [0.586 - 0.604],0.572 [0.569 - 0.574],0.571 [0.553 - 0.588],0.572 [0.569 - 0.574],0.018 [0.018 - 0.019],0.143 [0.124 - 0.160],0.036 [0.034 - 0.037]
Demographic,0.677 [0.668 - 0.686],0.627 [0.625 - 0.629],0.628 [0.610 - 0.641],0.627 [0.624 - 0.629],0.023 [0.022 - 0.024],0.255 [0.237 - 0.270],0.045 [0.043 - 0.047]
Metabolite+Demographic,0.680 [0.670 - 0.689],0.629 [0.626 - 0.631],0.629 [0.610 - 0.645],0.629 [0.626 - 0.631],0.023 [0.022 - 0.024],0.257 [0.239 - 0.275],0.045 [0.043 - 0.047]
